t,tau1,tau2,q1,q2,X,Y, 
6.27375, -17.4813, 6.73816, -4.98211, -3.52459, -0.169404, 1.65912,
6.275, -16.6335, 6.40854, -4.97843, -3.52031, -0.165569, 1.66191,
6.27625, -15.7549, 6.07054, -4.97475, -3.51602, -0.161769, 1.66474,
6.2775, -14.844, 5.72364, -4.97106, -3.51174, -0.158005, 1.66761,
6.27875, -13.8995, 5.36731, -4.96738, -3.50745, -0.154276, 1.67051,
6.28, -12.9196, 5.00098, -4.96369, -3.50316, -0.150585, 1.67345,
6.28125, -11.9026, 4.62406, -4.95999, -3.49887, -0.14693, 1.67642,
6.2825, -10.8468, 4.2359, -4.95629, -3.49458, -0.143312, 1.67942,
6.28375, -9.75019, 3.83586, -4.95257, -3.4903, -0.139732, 1.68245,
6.285, -8.61082, 3.42321, -4.94884, -3.48601, -0.13619, 1.6855,
6.28625, -7.42666, 2.99725, -4.9451, -3.48174, -0.132685, 1.68859,
6.2875, -6.19544, 2.55719, -4.94134, -3.47746, -0.129219, 1.69169,
6.28875, -4.91495, 2.10224, -4.93757, -3.4732, -0.125792, 1.69482,
6.29, -3.58273, 1.63154, -4.93377, -3.46894, -0.122403, 1.69798,
6.29125, -2.19642, 1.14425, -4.92994, -3.46469, -0.119053, 1.70115,
6.2925, -0.75335, 0.639435, -4.9261, -3.46045, -0.115742, 1.70434,
6.29375, 0.748992, 0.116187, -4.92222, -3.45622, -0.11247, 1.70755,
6.295, 2.31341, -0.426487, -4.91831, -3.45201, -0.109237, 1.71077,
6.29625, 3.94254, -0.989541, -4.91436, -3.44781, -0.106043, 1.71401,
6.2975, 5.63927, -1.57401, -4.91038, -3.44362, -0.102888, 1.71726,
6.29875, 7.40627, -2.18089, -4.90635, -3.43945, -0.0997731, 1.72052,
6.3, 9.24644, -2.81122, -4.90228, -3.4353, -0.096697, 1.72378,
6.30125, 11.1624, -3.46599, -4.89816, -3.43117, -0.09366, 1.72706,
6.3025, 13.1568, -4.14623, -4.89399, -3.42706, -0.090662, 1.73033,
6.30375, 15.232, -4.85286, -4.88976, -3.42297, -0.087703, 1.73361,
6.305, 17.3906, -5.58682, -4.88547, -3.41891, -0.0847829, 1.7369,
6.30625, 19.6342, -6.34891, -4.88111, -3.41487, -0.0819014, 1.74017,
6.3075, 21.9647, -7.1399, -4.87669, -3.41086, -0.0790584, 1.74345,
6.30875, 24.3831, -7.96033, -4.87218, -3.40688, -0.0762538, 1.74672,
6.31, 26.8903, -8.81068, -4.8676, -3.40293, -0.0734872, 1.74998,
6.31125, 29.4858, -9.69112, -4.86294, -3.39901, -0.0707584, 1.75324,
6.3125, 32.1689, -10.6017, -4.85818, -3.39513, -0.0680672, 1.75648,
6.31375, 34.9376, -11.5419, -4.85333, -3.39128, -0.0654132, 1.75971,
6.315, 37.7889, -12.5111, -4.84838, -3.38747, -0.0627961, 1.76292,
6.31625, 40.7179, -13.5081, -4.84332, -3.3837, -0.0602155, 1.76611,
6.3175, 43.7189, -14.5314, -4.83814, -3.37998, -0.0576711, 1.76928,
6.31875, 46.7834, -15.5784, -4.83285, -3.3763, -0.0551624, 1.77243,
6.32, 49.9016, -16.6464, -4.82743, -3.37266, -0.052689, 1.77555,
6.32125, 53.0607, -17.7315, -4.82188, -3.36908, -0.0502504, 1.77864,
6.3225, 56.246, -18.8293, -4.81619, -3.36554, -0.0478462, 1.7817,
6.32375, 59.4389, -19.9341, -4.81035, -3.36206, -0.0454757, 1.78473,
6.325, 62.6188, -21.0394, -4.80436, -3.35864, -0.0431385, 1.78772,
6.32625, 65.7608, -22.1376, -4.79821, -3.35527, -0.0408339, 1.79067,
6.3275, 68.8376, -23.2199, -4.79189, -3.35197, -0.0385614, 1.79358,
6.32875, 71.8174, -24.2762, -4.7854, -3.34873, -0.0363204, 1.79645,
6.33, 74.6659, -25.2954, -4.77874, -3.34555, -0.0341102, 1.79927,
6.33125, 77.3446, -26.265, -4.77189, -3.34245, -0.0319301, 1.80204,
6.3325, 79.8132, -27.1718, -4.76485, -3.33941, -0.0297796, 1.80476,
6.33375, 82.0276, -28.0014, -4.75762, -3.33645, -0.0276577, 1.80743,
6.335, 83.9437, -28.7388, -4.75018, -3.33356, -0.025564, 1.81004,
6.33625, 85.5146, -29.3685, -4.74254, -3.33075, -0.0234976, 1.81259,
6.3375, 86.6957, -29.8752, -4.7347, -3.32802, -0.0214578, 1.81508,
6.33875, 87.442, -30.2434, -4.72665, -3.32538, -0.0194439, 1.81751,
6.34, 87.7136, -30.459, -4.71839, -3.32281, -0.0174553, 1.81987,
6.34125, 87.4732, -30.5086, -4.70992, -3.32033, -0.0154911, 1.82217,
6.3425, 86.6917, -30.3814, -4.70124, -3.31794, -0.0135508, 1.82441,
6.34375, 85.3459, -30.0682, -4.69236, -3.31563, -0.0116336, 1.82657,
6.345, 83.4236, -29.5634, -4.68327, -3.31341, -0.00973905, 1.82867,
6.34625, 80.9217, -28.864, -4.67398, -3.31128, -0.00786639, 1.8307,
6.3475, 77.8498, -27.9714, -4.6645, -3.30924, -0.00601516, 1.83266,
6.34875, 74.228, -26.8902, -4.65484, -3.30729, -0.00418481, 1.83455,
6.35, 70.0894, -25.6293, -4.645, -3.30542, -0.00237492, 1.83637,
6.35125, 65.4778, -24.2013, -4.63499, -3.30364, -0.000585027, 1.83813,
6.3525, 60.4474, -22.6221, -4.62482, -3.30195, 0.00118516, 1.83982,
6.35375, 55.0617, -20.9111, -4.61451, -3.30034, 0.00293601, 1.84145,
6.355, 49.39, -19.0898, -4.60406, -3.29881, 0.00466772, 1.84302,
6.35625, 43.508, -17.1818, -4.5935, -3.29736, 0.00638055, 1.84452,
6.3575, 37.4921, -15.2116, -4.58283, -3.29599, 0.00807461, 1.84597,
6.35875, 31.4209, -13.2045, -4.57206, -3.2947, 0.00975008, 1.84736,
6.36, 25.3682, -11.1847, -4.56121, -3.29348, 0.011407, 1.84869,
6.36125, 19.4069, -9.17629, -4.55029, -3.29233, 0.0130455, 1.84998,
6.3625, 13.6006, -7.20067, -4.53932, -3.29124, 0.0146655, 1.85121,
6.36375, 8.00926, -5.27829, -4.52831, -3.29022, 0.0162671, 1.8524,
6.365, 2.68102, -3.42605, -4.51728, -3.28926, 0.0178503, 1.85355,
6.36625, -2.34084, -1.65932, -4.50622, -3.28836, 0.0194152, 1.85465,
6.3675, -7.0258, 0.0104327, -4.49516, -3.28751, 0.0209617, 1.85572,
6.36875, -11.3481, 1.57331, -4.4841, -3.28672, 0.0224899, 1.85676,
6.37, -15.2942, 3.02327, -4.47306, -3.28597, 0.0239998, 1.85776,
6.37125, -18.8543, 4.35552, -4.46204, -3.28527, 0.0254916, 1.85873,
6.3725, -22.0292, 5.56872, -4.45105, -3.28462, 0.0269652, 1.85967,
6.37375, -24.8224, 6.66247, -4.4401, -3.284, 0.0284208, 1.86058,
6.375, -27.2451, 7.63892, -4.42919, -3.28342, 0.0298586, 1.86147,
6.37625, -29.3098, 8.50085, -4.41833, -3.28288, 0.0312787, 1.86234,
6.3775, -31.0357, 9.25314, -4.40752, -3.28237, 0.0326814, 1.86319,
6.37875, -32.441, 9.90062, -4.39677, -3.28189, 0.0340668, 1.86402,
6.38, -33.5485, 10.4497, -4.38607, -3.28144, 0.0354353, 1.86484,
6.38125, -34.3797, 10.9064, -4.37544, -3.28101, 0.0367871, 1.86564,
6.3825, -34.9588, 11.2777, -4.36488, -3.28061, 0.0381226, 1.86642,
6.38375, -35.3078, 11.5703, -4.35438, -3.28024, 0.0394421, 1.8672,
6.385, -35.4506, 11.7912, -4.34394, -3.27989, 0.0407459, 1.86796,
6.38625, -35.4082, 11.9468, -4.33357, -3.27956, 0.0420345, 1.86871,
6.3875, -35.2029, 12.044, -4.32326, -3.27925, 0.0433083, 1.86945,
6.38875, -34.8541, 12.0888, -4.31302, -3.27896, 0.0445676, 1.87018,
6.39, -34.3815, 12.0873, -4.30284, -3.27868, 0.045813, 1.8709,
6.39125, -33.8024, 12.045, -4.29272, -3.27843, 0.0470449, 1.87162,
6.3925, -33.1337, 11.9674, -4.28267, -3.27819, 0.0482637, 1.87233,
6.39375, -32.3903, 11.8592, -4.27268, -3.27796, 0.04947, 1.87303,
6.395, -31.5865, 11.725, -4.26274, -3.27775, 0.0506642, 1.87373,
6.39625, -30.7347, 11.5689, -4.25286, -3.27755, 0.0518467, 1.87443,
6.3975, -29.8467, 11.3948, -4.24303, -3.27737, 0.0530181, 1.87512,
6.39875, -28.9312, 11.2057, -4.23325, -3.2772, 0.0541789, 1.8758,
6.4, -28.0007, 11.0057, -4.22353, -3.27704, 0.0553295, 1.87648,
6.40125, -27.0616, 10.797, -4.21385, -3.2769, 0.0564705, 1.87716,
6.4025, -26.1215, 10.5823, -4.20422, -3.27676, 0.0576022, 1.87783,
6.40375, -25.1865, 10.3638, -4.19463, -3.27664, 0.0587252, 1.8785,
6.405, -24.2623, 10.1434, -4.18509, -3.27653, 0.05984, 1.87917,
6.40625, -23.3539, 9.92295, -4.17558, -3.27643, 0.0609469, 1.87984,
6.4075, -22.4652, 9.70396, -4.16611, -3.27634, 0.0620465, 1.8805,
6.40875, -21.5998, 9.48774, -4.15668, -3.27626, 0.0631392, 1.88116,
6.41, -20.7606, 9.27546, -4.14728, -3.27619, 0.0642254, 1.88182,
6.41125, -19.95, 9.06806, -4.13791, -3.27614, 0.0653055, 1.88248,
6.4125, -19.17, 8.86639, -4.12857, -3.27609, 0.0663799, 1.88314,
6.41375, -18.422, 8.67111, -4.11926, -3.27606, 0.0674491, 1.88379,
6.415, -17.7072, 8.48276, -4.10998, -3.27603, 0.0685134, 1.88445,
6.41625, -17.0263, 8.30178, -4.10072, -3.27602, 0.0695733, 1.8851,
6.4175, -16.3798, 8.12851, -4.09149, -3.27601, 0.0706289, 1.88575,
6.41875, -15.7678, 7.96318, -4.08228, -3.27602, 0.0716808, 1.8864,
6.42, -15.1905, 7.80593, -4.07309, -3.27603, 0.0727293, 1.88705,
6.42125, -14.6474, 7.65687, -4.06392, -3.27606, 0.0737746, 1.8877,
6.4225, -14.1382, 7.516, -4.05478, -3.2761, 0.0748172, 1.88835,
6.42375, -13.6624, 7.3833, -4.04564, -3.27614, 0.0758572, 1.889,
6.425, -13.219, 7.25865, -4.03653, -3.2762, 0.076895, 1.88964,
6.42625, -12.8075, 7.14196, -4.02743, -3.27627, 0.0779309, 1.89029,
6.4275, -12.4268, 7.03303, -4.01835, -3.27634, 0.0789651, 1.89094,
6.42875, -12.076, 6.93169, -4.00928, -3.27643, 0.0799979, 1.89158,
6.43, -11.7538, 6.8377, -4.00023, -3.27653, 0.0810295, 1.89223,
6.43125, -11.4594, 6.75084, -3.99119, -3.27664, 0.0820602, 1.89288,
6.4325, -11.1915, 6.67082, -3.98216, -3.27676, 0.0830902, 1.89352,
6.43375, -10.949, 6.5974, -3.97315, -3.27688, 0.0841197, 1.89417,
6.435, -10.7307, 6.53027, -3.96415, -3.27702, 0.0851489, 1.89482,
6.43625, -10.5353, 6.46917, -3.95516, -3.27717, 0.086178, 1.89547,
6.4375, -10.3618, 6.41378, -3.94618, -3.27733, 0.0872071, 1.89612,
6.43875, -10.2089, 6.36382, -3.93721, -3.2775, 0.0882365, 1.89677,
6.44, -10.0755, 6.31899, -3.92825, -3.27768, 0.0892664, 1.89742,
6.44125, -9.96051, 6.27901, -3.91931, -3.27787, 0.0902968, 1.89807,
6.4425, -9.86269, 6.24357, -3.91037, -3.27807, 0.0913279, 1.89872,
6.44375, -9.78105, 6.21241, -3.90145, -3.27828, 0.0923599, 1.89938,
6.445, -9.71449, 6.18524, -3.89254, -3.27851, 0.0933929, 1.90003,
6.44625, -9.66204, 6.16179, -3.88364, -3.27874, 0.094427, 1.90069,
6.4475, -9.62265, 6.14181, -3.87475, -3.27898, 0.0954623, 1.90135,
6.44875, -9.59544, 6.12504, -3.86587, -3.27923, 0.096499, 1.90201,
6.45, -9.57945, 6.11122, -3.857, -3.2795, 0.0975371, 1.90267,
6.45125, -9.57386, 6.10015, -3.84814, -3.27977, 0.0985768, 1.90333,
6.4525, -9.57778, 6.09158, -3.8393, -3.28005, 0.0996181, 1.904,
6.45375, -9.59048, 6.08531, -3.83046, -3.28035, 0.100661, 1.90466,
6.455, -9.61116, 6.08111, -3.82164, -3.28065, 0.101706, 1.90533,
6.45625, -9.63915, 6.07882, -3.81283, -3.28096, 0.102753, 1.906,
6.4575, -9.67372, 6.07824, -3.80403, -3.28129, 0.103801, 1.90668,
6.45875, -9.71429, 6.0792, -3.79525, -3.28162, 0.104852, 1.90736,
6.46, -9.76021, 6.08152, -3.78647, -3.28197, 0.105905, 1.90804,
6.46125, -9.81097, 6.08507, -3.77771, -3.28232, 0.10696, 1.90872,
6.4625, -9.86598, 6.08968, -3.76897, -3.28269, 0.108017, 1.9094,
6.46375, -9.9248, 6.09524, -3.76024, -3.28307, 0.109076, 1.91009,
6.465, -9.98691, 6.1016, -3.75152, -3.28345, 0.110138, 1.91078,
6.46625, -10.0519, 6.10866, -3.74282, -3.28385, 0.111202, 1.91148,
6.4675, -10.1194, 6.11629, -3.73413, -3.28425, 0.112268, 1.91217,
6.46875, -10.189, 6.1244, -3.72545, -3.28467, 0.113336, 1.91287,
6.47, -10.2603, 6.13289, -3.7168, -3.2851, 0.114407, 1.91358,
6.47125, -10.3331, 6.14168, -3.70815, -3.28553, 0.115481, 1.91428,
6.4725, -10.407, 6.15068, -3.69953, -3.28598, 0.116557, 1.915,
6.47375, -10.4817, 6.15982, -3.69092, -3.28644, 0.117635, 1.91571,
6.475, -10.5571, 6.16903, -3.68232, -3.2869, 0.118716, 1.91643,
6.47625, -10.6328, 6.17825, -3.67375, -3.28738, 0.119799, 1.91715,
6.4775, -10.7086, 6.18741, -3.66519, -3.28786, 0.120885, 1.91788,
6.47875, -10.7845, 6.19648, -3.65665, -3.28836, 0.121973, 1.91861,
6.48, -10.86, 6.20539, -3.64813, -3.28887, 0.123064, 1.91934,
6.48125, -10.9352, 6.21412, -3.63963, -3.28938, 0.124157, 1.92008,
6.4825, -11.0099, 6.22261, -3.63114, -3.28991, 0.125253, 1.92083,
6.48375, -11.0838, 6.23084, -3.62268, -3.29044, 0.126352, 1.92157,
6.485, -11.157, 6.23877, -3.61423, -3.29099, 0.127452, 1.92233,
6.48625, -11.2292, 6.24638, -3.60581, -3.29154, 0.128556, 1.92308,
6.4875, -11.3005, 6.25364, -3.5974, -3.29211, 0.129661, 1.92384,
6.48875, -11.3706, 6.26053, -3.58902, -3.29268, 0.13077, 1.92461,
6.49, -11.4395, 6.26703, -3.58066, -3.29326, 0.13188, 1.92538,
6.49125, -11.5072, 6.27314, -3.57232, -3.29386, 0.132993, 1.92616,
6.4925, -11.5736, 6.27882, -3.564, -3.29446, 0.134109, 1.92694,
6.49375, -11.6385, 6.28408, -3.5557, -3.29507, 0.135227, 1.92773,
6.495, -11.702, 6.28889, -3.54743, -3.29569, 0.136347, 1.92852,
6.49625, -11.7641, 6.29326, -3.53917, -3.29632, 0.13747, 1.92931,
6.4975, -11.8246, 6.29716, -3.53095, -3.29697, 0.138594, 1.93012,
6.49875, -11.8836, 6.30062, -3.52274, -3.29762, 0.139722, 1.93092,
6.5, -11.941, 6.3036, -3.51456, -3.29827, 0.140851, 1.93173,
6.50125, -11.9967, 6.30612, -3.5064, -3.29894, 0.141982, 1.93255,
6.5025, -12.0508, 6.30817, -3.49827, -3.29962, 0.143116, 1.93338,
6.50375, -12.1033, 6.30975, -3.49016, -3.30031, 0.144252, 1.93421,
6.505, -12.1541, 6.31086, -3.48208, -3.301, 0.14539, 1.93504,
6.50625, -12.2032, 6.3115, -3.47403, -3.30171, 0.14653, 1.93588,
6.5075, -12.2505, 6.31166, -3.46599, -3.30242, 0.147672, 1.93673,
6.50875, -12.2962, 6.31136, -3.45799, -3.30315, 0.148816, 1.93758,
6.51, -12.3401, 6.31059, -3.45001, -3.30388, 0.149962, 1.93844,
6.51125, -12.3822, 6.30936, -3.44206, -3.30462, 0.15111, 1.9393,
6.5125, -12.4226, 6.30766, -3.43413, -3.30537, 0.152259, 1.94017,
6.51375, -12.4613, 6.30551, -3.42623, -3.30613, 0.153411, 1.94104,
6.515, -12.4982, 6.30289, -3.41836, -3.30689, 0.154564, 1.94192,
6.51625, -12.5333, 6.29982, -3.41052, -3.30767, 0.155719, 1.94281,
6.5175, -12.5666, 6.2963, -3.40271, -3.30846, 0.156875, 1.94371,
6.51875, -12.5982, 6.29234, -3.39492, -3.30925, 0.158033, 1.9446,
6.52, -12.628, 6.28792, -3.38716, -3.31005, 0.159193, 1.94551,
6.52125, -12.6559, 6.28305, -3.37943, -3.31086, 0.160354, 1.94642,
6.5225, -12.6821, 6.27775, -3.37173, -3.31168, 0.161516, 1.94734,
6.52375, -12.7065, 6.27201, -3.36406, -3.31251, 0.16268, 1.94826,
6.525, -12.7291, 6.26583, -3.35642, -3.31335, 0.163845, 1.94919,
6.52625, -12.7498, 6.25921, -3.3488, -3.31419, 0.165011, 1.95013,
6.5275, -12.7687, 6.25216, -3.34122, -3.31504, 0.166179, 1.95107,
6.52875, -12.7858, 6.24469, -3.33367, -3.3159, 0.167347, 1.95202,
6.53, -12.8011, 6.23678, -3.32614, -3.31677, 0.168517, 1.95297,
6.53125, -12.8145, 6.22845, -3.31865, -3.31765, 0.169687, 1.95393,
6.5325, -12.8261, 6.21969, -3.31119, -3.31853, 0.170859, 1.9549,
6.53375, -12.8359, 6.2105, -3.30376, -3.31943, 0.172031, 1.95588,
6.535, -12.8438, 6.20089, -3.29636, -3.32033, 0.173204, 1.95686,
6.53625, -12.8498, 6.19086, -3.28899, -3.32124, 0.174378, 1.95784,
6.5375, -12.854, 6.1804, -3.28166, -3.32215, 0.175552, 1.95883,
6.53875, -12.8563, 6.16953, -3.27435, -3.32308, 0.176727, 1.95983,
6.54, -12.8567, 6.15823, -3.26708, -3.32401, 0.177902, 1.96084,
6.54125, -12.8552, 6.1465, -3.25984, -3.32495, 0.179078, 1.96185,
6.5425, -12.8518, 6.13436, -3.25263, -3.32589, 0.180254, 1.96286,
6.54375, -12.8466, 6.12179, -3.24545, -3.32685, 0.18143, 1.96389,
6.545, -12.8394, 6.1088, -3.23831, -3.32781, 0.182607, 1.96492,
6.54625, -12.8303, 6.09538, -3.2312, -3.32878, 0.183784, 1.96595,
6.5475, -12.8193, 6.08154, -3.22412, -3.32975, 0.18496, 1.96699,
6.54875, -12.8064, 6.06728, -3.21707, -3.33073, 0.186137, 1.96804,
6.55, -12.7915, 6.05259, -3.21006, -3.33172, 0.187314, 1.96909,
6.55125, -12.7747, 6.03747, -3.20308, -3.33272, 0.18849, 1.97015,
6.5525, -12.756, 6.02193, -3.19613, -3.33373, 0.189667, 1.97122,
6.55375, -12.7353, 6.00595, -3.18922, -3.33474, 0.190842, 1.97229,
6.555, -12.7127, 5.98955, -3.18234, -3.33575, 0.192018, 1.97337,
6.55625, -12.6881, 5.97272, -3.17549, -3.33678, 0.193193, 1.97445,
6.5575, -12.6616, 5.95545, -3.16868, -3.33781, 0.194368, 1.97554,
6.55875, -12.6331, 5.93775, -3.1619, -3.33884, 0.195541, 1.97664,
6.56, -12.6027, 5.91962, -3.15515, -3.33989, 0.196715, 1.97774,
6.56125, -12.5703, 5.90106, -3.14844, -3.34094, 0.197887, 1.97884,
6.5625, -12.536, 5.88206, -3.14176, -3.34199, 0.199059, 1.97995,
6.56375, -12.4997, 5.86262, -3.13512, -3.34305, 0.20023, 1.98107,
6.565, -12.4615, 5.84275, -3.12851, -3.34412, 0.201399, 1.9822,
6.56625, -12.4213, 5.82244, -3.12193, -3.3452, 0.202568, 1.98332,
6.5675, -12.3792, 5.80169, -3.11539, -3.34628, 0.203736, 1.98446,
6.56875, -12.3351, 5.78051, -3.10888, -3.34736, 0.204902, 1.9856,
6.57, -12.2891, 5.75889, -3.10241, -3.34845, 0.206067, 1.98674,
6.57125, -12.2412, 5.73683, -3.09597, -3.34955, 0.207231, 1.98789,
6.5725, -12.1914, 5.71433, -3.08956, -3.35065, 0.208393, 1.98905,
6.57375, -12.1397, 5.6914, -3.08319, -3.35176, 0.209554, 1.99021,
6.575, -12.086, 5.66804, -3.07685, -3.35287, 0.210713, 1.99138,
6.57625, -12.0305, 5.64423, -3.07055, -3.35399, 0.211871, 1.99255,
6.5775, -11.9732, 5.62, -3.06428, -3.35512, 0.213027, 1.99372,
6.57875, -11.9139, 5.59533, -3.05805, -3.35625, 0.214181, 1.99491,
6.58, -11.8529, 5.57024, -3.05185, -3.35738, 0.215334, 1.99609,
6.58125, -11.79, 5.54471, -3.04568, -3.35852, 0.216484, 1.99728,
6.5825, -11.7253, 5.51876, -3.03955, -3.35966, 0.217633, 1.99848,
6.58375, -11.6588, 5.49239, -3.03346, -3.36081, 0.21878, 1.99968,
6.585, -11.5905, 5.46559, -3.02739, -3.36196, 0.219924, 2.00088,
6.58625, -11.5205, 5.43838, -3.02137, -3.36312, 0.221067, 2.00209,
6.5875, -11.4488, 5.41075, -3.01537, -3.36428, 0.222207, 2.00331,
6.58875, -11.3754, 5.38271, -3.00941, -3.36545, 0.223345, 2.00453,
6.59, -11.3003, 5.35426, -3.00348, -3.36662, 0.22448, 2.00575,
6.59125, -11.2235, 5.32541, -2.99759, -3.3678, 0.225614, 2.00697,
6.5925, -11.1451, 5.29616, -2.99173, -3.36897, 0.226744, 2.00821,
6.59375, -11.0652, 5.26652, -2.98591, -3.37016, 0.227873, 2.00944,
6.595, -10.9836, 5.23648, -2.98012, -3.37134, 0.228999, 2.01068,
6.59625, -10.9006, 5.20607, -2.97436, -3.37254, 0.230122, 2.01192,
6.5975, -10.816, 5.17527, -2.96864, -3.37373, 0.231242, 2.01317,
6.59875, -10.73, 5.14409, -2.96294, -3.37493, 0.23236, 2.01442,
6.6, -10.6425, 5.11256, -2.95729, -3.37613, 0.233475, 2.01568,
6.60125, -10.5536, 5.08066, -2.95166, -3.37734, 0.234588, 2.01693,
6.6025, -10.4633, 5.0484, -2.94607, -3.37854, 0.235697, 2.0182,
6.60375, -10.3717, 5.0158, -2.94052, -3.37976, 0.236804, 2.01946,
6.605, -10.2788, 4.98285, -2.93499, -3.38097, 0.237907, 2.02073,
6.60625, -10.1847, 4.94957, -2.9295, -3.38219, 0.239008, 2.022,
6.6075, -10.0893, 4.91597, -2.92404, -3.38341, 0.240105, 2.02328,
6.60875, -9.99275, 4.88204, -2.91862, -3.38464, 0.2412, 2.02456,
6.61, -9.89504, 4.84781, -2.91322, -3.38586, 0.242292, 2.02584,
6.61125, -9.79623, 4.81327, -2.90786, -3.38709, 0.24338, 2.02712,
6.6125, -9.69635, 4.77844, -2.90253, -3.38833, 0.244465, 2.02841,
6.61375, -9.59545, 4.74332, -2.89724, -3.38956, 0.245547, 2.0297,
6.615, -9.49357, 4.70793, -2.89197, -3.3908, 0.246626, 2.03099,
6.61625, -9.39075, 4.67226, -2.88674, -3.39204, 0.247701, 2.03229,
6.6175, -9.28703, 4.63634, -2.88154, -3.39329, 0.248773, 2.03359,
6.61875, -9.18246, 4.60017, -2.87637, -3.39453, 0.249842, 2.03489,
6.62, -9.07708, 4.56375, -2.87123, -3.39578, 0.250907, 2.03619,
6.62125, -8.97093, 4.52711, -2.86613, -3.39703, 0.251969, 2.0375,
6.6225, -8.86406, 4.49024, -2.86105, -3.39828, 0.253028, 2.03881,
6.62375, -8.75651, 4.45316, -2.85601, -3.39954, 0.254083, 2.04012,
6.625, -8.64832, 4.41588, -2.851, -3.40079, 0.255135, 2.04143,
6.62625, -8.53954, 4.3784, -2.84602, -3.40205, 0.256183, 2.04275,
6.6275, -8.43022, 4.34075, -2.84106, -3.40331, 0.257227, 2.04407,
6.62875, -8.32039, 4.30292, -2.83614, -3.40458, 0.258269, 2.04539,
6.63, -8.2101, 4.26493, -2.83125, -3.40584, 0.259306, 2.04671,
6.63125, -8.0994, 4.22679, -2.82639, -3.4071, 0.26034, 2.04803,
6.6325, -7.98833, 4.18851, -2.82156, -3.40837, 0.261371, 2.04936,
6.63375, -7.87693, 4.1501, -2.81676, -3.40964, 0.262397, 2.05069,
6.635, -7.76526, 4.11156, -2.81199, -3.41091, 0.263421, 2.05201,
6.63625, -7.65334, 4.07292, -2.80725, -3.41218, 0.26444, 2.05334,
6.6375, -7.54123, 4.03418, -2.80253, -3.41346, 0.265456, 2.05468,
6.63875, -7.42896, 3.99534, -2.79785, -3.41473, 0.266468, 2.05601,
6.64, -7.31659, 3.95643, -2.79319, -3.41601, 0.267477, 2.05734,
6.64125, -7.20415, 3.91745, -2.78857, -3.41728, 0.268482, 2.05868,
6.6425, -7.09169, 3.87842, -2.78397, -3.41856, 0.269483, 2.06002,
6.64375, -6.97924, 3.83933, -2.7794, -3.41984, 0.270481, 2.06136,
6.645, -6.86685, 3.80021, -2.77486, -3.42112, 0.271475, 2.0627,
6.64625, -6.75457, 3.76106, -2.77035, -3.4224, 0.272465, 2.06404,
6.6475, -6.64242, 3.7219, -2.76586, -3.42369, 0.273452, 2.06538,
6.64875, -6.53045, 3.68273, -2.76141, -3.42497, 0.274435, 2.06672,
6.65, -6.4187, 3.64356, -2.75698, -3.42625, 0.275414, 2.06807,
6.65125, -6.3072, 3.60441, -2.75257, -3.42754, 0.27639, 2.06941,
6.6525, -6.19601, 3.56528, -2.7482, -3.42882, 0.277362, 2.07076,
6.65375, -6.08514, 3.52619, -2.74385, -3.43011, 0.27833, 2.0721,
6.655, -5.97465, 3.48713, -2.73953, -3.4314, 0.279295, 2.07345,
6.65625, -5.86456, 3.44814, -2.73523, -3.43268, 0.280256, 2.0748,
6.6575, -5.75491, 3.4092, -2.73097, -3.43397, 0.281213, 2.07615,
6.65875, -5.64574, 3.37034, -2.72672, -3.43526, 0.282167, 2.0775,
6.66, -5.53708, 3.33156, -2.72251, -3.43655, 0.283117, 2.07885,
6.66125, -5.42897, 3.29287, -2.71832, -3.43784, 0.284064, 2.08019,
6.6625, -5.32143, 3.25428, -2.71416, -3.43913, 0.285007, 2.08154,
6.66375, -5.2145, 3.2158, -2.71002, -3.44042, 0.285946, 2.0829,
6.665, -5.10821, 3.17744, -2.7059, -3.44171, 0.286882, 2.08425,
6.66625, -5.00259, 3.1392, -2.70182, -3.443, 0.287814, 2.0856,
6.6675, -4.89767, 3.1011, -2.69775, -3.4443, 0.288743, 2.08695,
6.66875, -4.79347, 3.06315, -2.69372, -3.44559, 0.289668, 2.0883,
6.67, -4.69004, 3.02534, -2.6897, -3.44688, 0.29059, 2.08965,
6.67125, -4.58738, 2.9877, -2.68572, -3.44817, 0.291508, 2.091,
6.6725, -4.48554, 2.95023, -2.68175, -3.44947, 0.292423, 2.09235,
6.67375, -4.38453, 2.91293, -2.67781, -3.45076, 0.293334, 2.0937,
6.675, -4.28439, 2.87582, -2.6739, -3.45205, 0.294242, 2.09506,
6.67625, -4.18512, 2.8389, -2.67001, -3.45334, 0.295146, 2.09641,
6.6775, -4.08677, 2.80218, -2.66614, -3.45464, 0.296048, 2.09776,
6.67875, -3.98934, 2.76566, -2.6623, -3.45593, 0.296945, 2.09911,
6.68, -3.89286, 2.72936, -2.65848, -3.45723, 0.29784, 2.10046,
6.68125, -3.79736, 2.69328, -2.65468, -3.45852, 0.298731, 2.10181,
6.6825, -3.70284, 2.65742, -2.6509, -3.45981, 0.299619, 2.10316,
6.68375, -3.60934, 2.6218, -2.64715, -3.46111, 0.300503, 2.10451,
6.685, -3.51686, 2.58642, -2.64343, -3.4624, 0.301385, 2.10585,
6.68625, -3.42543, 2.55128, -2.63972, -3.46369, 0.302263, 2.1072,
6.6875, -3.33505, 2.5164, -2.63604, -3.46499, 0.303138, 2.10855,
6.68875, -3.24576, 2.48177, -2.63238, -3.46628, 0.30401, 2.1099,
