t,tau1,tau2,q1,q2,X,Y, 
18.0512, 100, 11.1209, -28.1699, -244.944, 0.307504, 0.0263188,
18.0525, 100, 10.8607, -28.1736, -244.979, 0.266208, 0.0188814,
18.0537, 100, 10.6109, -28.177, -245.014, 0.224579, 0.0128816,
18.055, -17.762, -6.33626, -28.1802, -245.049, 0.182694, 0.00836865,
18.0562, 100, 10.1707, -28.1834, -245.085, 0.140643, 0.00537273,
18.0575, 100, 9.68876, -28.1865, -245.121, 0.0984954, 0.00391048,
18.0587, 100, 9.02284, -28.1895, -245.157, 0.0563288, 0.00399592,
18.06, 100, 8.11697, -28.1925, -245.194, 0.0142232, 0.00563129,
18.0612, 100, 6.91926, -28.1954, -245.23, -0.0277436, 0.00880776,
18.0625, 100, 5.38352, -28.1984, -245.266, -0.0694988, 0.0135069,
18.0637, 100, 3.47111, -28.2014, -245.302, -0.110976, 0.0197023,
18.065, 100, 1.15015, -28.2045, -245.338, -0.152114, 0.0273621,
18.0662, 100, -1.60503, -28.2077, -245.373, -0.192862, 0.0364507,
18.0675, 100, -4.81622, -28.2111, -245.408, -0.233174, 0.0469314,
18.0687, 100, -8.50318, -28.2146, -245.443, -0.273012, 0.0587675,
18.07, 100, -12.6862, -28.2182, -245.478, -0.312343, 0.0719245,
18.0712, 100, -17.388, -28.222, -245.512, -0.351141, 0.0863709,
18.0725, 100, -22.6361, -28.2259, -245.546, -0.389383, 0.10208,
18.0737, 100, -28.4641, -28.23, -245.579, -0.427051, 0.119029,
18.075, 100, -34.9132, -28.2343, -245.613, -0.464127, 0.137202,
18.0762, 100, -42.0345, -28.2387, -245.646, -0.500597, 0.156589,
18.0775, 100, -49.8883, -28.2432, -245.679, -0.536447, 0.177185,
18.0787, 100, -58.5477, -28.2478, -245.712, -0.571661, 0.198993,
18.08, 100, -68.097, -28.2526, -245.745, -0.606225, 0.222023,
18.0812, 100, -78.636, -28.2574, -245.778, -0.640122, 0.246291,
18.0825, 100, -90.2773, -28.2623, -245.811, -0.673331, 0.271822,
18.0837, 100, -100, -28.2674, -245.845, -0.705831, 0.298648,
18.085, 100, -100, -28.2725, -245.878, -0.737584, 0.326782,
18.0862, 100, -100, -28.2777, -245.912, -0.768536, 0.356196,
18.0875, 100, -100, -28.283, -245.946, -0.79863, 0.386847,
18.0887, 100, -100, -28.2885, -245.98, -0.827817, 0.418694,
18.09, 100, -100, -28.2942, -246.015, -0.856047, 0.451693,
18.0912, -92.167, -100, -28.3002, -246.049, -0.883285, 0.485787,
18.0925, -100, -100, -28.3065, -246.082, -0.909603, 0.520805,
18.0937, -100, -100, -28.3134, -246.116, -0.935025, 0.556652,
18.095, -100, -100, -28.3208, -246.148, -0.959529, 0.593287,
18.0962, -100, -100, -28.3287, -246.181, -0.9831, 0.630668,
18.0975, -100, -100, -28.3372, -246.212, -1.00572, 0.668755,
18.0987, -100, -100, -28.3463, -246.244, -1.02737, 0.707507,
18.1, -100, -100, -28.3559, -246.274, -1.04803, 0.746881,
18.1012, -100, -100, -28.3661, -246.304, -1.06769, 0.786836,
18.1025, -100, -100, -28.3768, -246.334, -1.08635, 0.827332,
18.1037, -100, -100, -28.3881, -246.363, -1.10397, 0.868325,
18.105, -100, -100, -28.4, -246.391, -1.12055, 0.909773,
18.1062, -100, -100, -28.4125, -246.419, -1.13609, 0.951635,
18.1075, -100, -100, -28.4256, -246.446, -1.15057, 0.993865,
18.1087, -100, -100, -28.4393, -246.473, -1.16398, 1.03642,
18.11, -100, -100, -28.4536, -246.499, -1.17632, 1.07926,
18.1112, -100, -100, -28.4685, -246.525, -1.18759, 1.12234,
18.1125, -100, -100, -28.484, -246.55, -1.19777, 1.1656,
18.1137, -100, -100, -28.5001, -246.574, -1.20688, 1.20902,
18.115, -100, -100, -28.5168, -246.598, -1.21491, 1.25254,
18.1162, -100, -100, -28.5342, -246.621, -1.22186, 1.29611,
18.1175, -100, -100, -28.5521, -246.643, -1.22775, 1.3397,
18.1187, -100, -100, -28.5707, -246.665, -1.23257, 1.38326,
18.12, -100, -100, -28.5898, -246.686, -1.23635, 1.42674,
18.1212, -100, -100, -28.6096, -246.707, -1.2391, 1.47011,
18.1225, -100, -97.3958, -28.6299, -246.727, -1.24083, 1.51331,
18.1237, -100, -79.2317, -28.6509, -246.746, -1.24157, 1.5563,
18.125, -100, -59.9805, -28.6725, -246.765, -1.24141, 1.59897,
18.1262, -100, -39.9294, -28.6946, -246.782, -1.24043, 1.64122,
18.1275, -100, -19.3883, -28.7174, -246.799, -1.23875, 1.68298,
18.1287, -100, 1.33314, -28.7408, -246.814, -1.23648, 1.72414,
18.13, -100, 21.936, -28.7648, -246.828, -1.23375, 1.76464,
18.1312, -100, 42.1519, -28.7894, -246.84, -1.2307, 1.80441,
18.1325, -100, 61.7537, -28.8145, -246.852, -1.22747, 1.84342,
18.1337, -100, 80.567, -28.8402, -246.861, -1.22421, 1.88161,
18.135, -100, 98.4784, -28.8665, -246.869, -1.22106, 1.91898,
18.1362, -100, 100, -28.8932, -246.875, -1.21817, 1.95552,
18.1375, -100, 100, -28.9204, -246.879, -1.21562, 1.99127,
18.1387, -100, 100, -28.9481, -246.882, -1.21349, 2.02626,
18.14, -100, 100, -28.9761, -246.882, -1.21185, 2.06057,
18.1412, -100, 100, -29.0045, -246.881, -1.21075, 2.09422,
18.1425, -40.9573, 100, -29.0332, -246.878, -1.21025, 2.12729,
18.1437, 53.2908, 100, -29.0621, -246.873, -1.21039, 2.15975,
18.145, 100, 100, -29.0912, -246.866, -1.21115, 2.19156,
18.1462, 100, 100, -29.1202, -246.857, -1.21257, 2.22272,
18.1475, 100, 100, -29.1491, -246.847, -1.21468, 2.25329,
18.1487, 100, 100, -29.1781, -246.836, -1.2175, 2.2833,
18.15, 100, 100, -29.207, -246.822, -1.22107, 2.3128,
18.1512, 100, 100, -29.2358, -246.807, -1.2254, 2.34184,
18.1525, 100, 100, -29.2645, -246.79, -1.2305, 2.37043,
18.1537, 100, 100, -29.2932, -246.772, -1.2364, 2.39862,
18.155, 100, 100, -29.3217, -246.752, -1.2431, 2.42644,
18.1562, 100, 100, -29.3502, -246.73, -1.25061, 2.45389,
18.1575, 100, 100, -29.3787, -246.707, -1.25892, 2.481,
18.1587, 100, 100, -29.407, -246.682, -1.26806, 2.50778,
18.16, 100, 100, -29.4353, -246.656, -1.278, 2.53423,
18.1612, 100, 100, -29.4636, -246.628, -1.28876, 2.56036,
18.1625, 100, 100, -29.4918, -246.598, -1.30032, 2.58616,
18.1637, 100, 100, -29.5201, -246.566, -1.31269, 2.61162,
18.165, 100, 100, -29.5483, -246.533, -1.32586, 2.63673,
18.1662, 100, 100, -29.5766, -246.498, -1.33982, 2.66147,
18.1675, 100, 100, -29.605, -246.462, -1.35457, 2.68582,
18.1687, 100, 100, -29.6335, -246.423, -1.3701, 2.70973,
18.17, 100, 100, -29.6621, -246.383, -1.38639, 2.73319,
18.1712, 100, 100, -29.6909, -246.341, -1.40345, 2.75613,
18.1725, 100, 100, -29.72, -246.297, -1.42124, 2.77851,
18.1737, 100, 100, -29.7494, -246.25, -1.43977, 2.80026,
18.175, 100, 100, -29.7791, -246.202, -1.459, 2.82132,
18.1762, 100, 100, -29.8092, -246.151, -1.47892, 2.8416,
18.1775, 100, 100, -29.8398, -246.097, -1.49949, 2.86099,
18.1787, 100, 100, -29.871, -246.041, -1.52068, 2.8794,
18.18, 96.3062, 100, -29.9028, -245.982, -1.54243, 2.89667,
18.1812, -100, 100, -29.9355, -245.92, -1.56478, 2.91271,
18.1825, -100, 100, -29.9694, -245.853, -1.58773, 2.92739,
18.1837, -100, 100, -30.0047, -245.782, -1.61119, 2.94042,
18.185, -100, 100, -30.0415, -245.706, -1.63496, 2.95149,
18.1862, -100, 100, -30.0801, -245.624, -1.65879, 2.96017,
18.1875, -100, 100, -30.1206, -245.536, -1.6823, 2.96601,
18.1887, -100, 100, -30.1633, -245.441, -1.70492, 2.96845,
18.19, -100, 100, -30.2083, -245.339, -1.72586, 2.96695,
18.1912, -100, 100, -30.2555, -245.231, -1.74408, 2.961,
18.1925, -100, 36.1247, -30.3047, -245.116, -1.7583, 2.95037,
18.1937, -4.88874, -61.795, -30.3547, -244.999, -1.76704, 2.93569,
18.195, 100, -100, -30.4041, -244.884, -1.76937, 2.91852,
18.1962, 100, -100, -30.4515, -244.775, -1.7655, 2.9004,
18.1975, 100, -100, -30.4968, -244.672, -1.75628, 2.88228,
18.1987, 100, -100, -30.5398, -244.576, -1.74269, 2.86484,
18.2, 100, -100, -30.5805, -244.487, -1.72565, 2.84845,
18.2012, 100, -100, -30.6193, -244.405, -1.70595, 2.83333,
18.2025, 100, -100, -30.6562, -244.328, -1.68422, 2.81952,
18.2037, 100, -100, -30.6915, -244.256, -1.66097, 2.80705,
18.205, 100, -100, -30.7254, -244.189, -1.63658, 2.79587,
18.2062, 100, -100, -30.7581, -244.126, -1.61137, 2.78595,
18.2075, 9.35072, -100, -30.7896, -244.067, -1.58557, 2.7772,
18.2087, -100, -100, -30.8204, -244.011, -1.55926, 2.76956,
18.21, -100, -100, -30.8505, -243.957, -1.53246, 2.76294,
18.2112, -100, -100, -30.8801, -243.907, -1.5053, 2.75731,
18.2125, -100, -100, -30.9092, -243.858, -1.47786, 2.75263,
18.2137, -100, -100, -30.938, -243.812, -1.45024, 2.7489,
18.215, -100, -100, -30.9664, -243.768, -1.4225, 2.74606,
18.2162, -100, -100, -30.9946, -243.726, -1.3947, 2.74412,
18.2175, -100, -100, -31.0225, -243.685, -1.3669, 2.74303,
18.2187, -100, -100, -31.0502, -243.647, -1.33914, 2.7428,
18.22, -100, -100, -31.0778, -243.61, -1.31145, 2.7434,
18.2212, -100, -100, -31.1053, -243.575, -1.28386, 2.74482,
18.2225, -100, -100, -31.1327, -243.542, -1.25641, 2.74706,
18.2237, -100, -100, -31.1601, -243.51, -1.22911, 2.7501,
18.225, -100, -100, -31.1874, -243.48, -1.20198, 2.75394,
18.2262, -100, -100, -31.2147, -243.452, -1.17503, 2.75857,
18.2275, -100, -100, -31.2421, -243.425, -1.14826, 2.76401,
18.2287, -100, -100, -31.2694, -243.399, -1.12168, 2.77023,
18.23, -100, -100, -31.2968, -243.375, -1.0953, 2.77725,
18.2312, -100, -100, -31.3242, -243.353, -1.06909, 2.78508,
18.2325, -100, -100, -31.3517, -243.332, -1.04306, 2.7937,
18.2337, -100, -100, -31.3793, -243.313, -1.01719, 2.80313,
18.235, -100, -100, -31.4069, -243.295, -0.991453, 2.81338,
18.2362, -100, -100, -31.4346, -243.278, -0.965834, 2.82444,
18.2375, -100, -100, -31.4623, -243.264, -0.9403, 2.83632,
18.2387, -100, -100, -31.4901, -243.25, -0.914817, 2.84904,
18.24, -100, -100, -31.518, -243.239, -0.889347, 2.86258,
18.2412, -100, -100, -31.5458, -243.229, -0.863846, 2.87697,
18.2425, -100, -100, -31.5737, -243.22, -0.838264, 2.89219,
18.2437, -100, -100, -31.6016, -243.213, -0.812548, 2.90825,
18.245, -100, -100, -31.6295, -243.208, -0.786639, 2.92513,
18.2462, -100, -100, -31.6574, -243.204, -0.760474, 2.94285,
18.2475, -100, -100, -31.6852, -243.202, -0.733984, 2.96138,
18.2487, -100, -100, -31.7128, -243.201, -0.7071, 2.98072,
18.25, -100, -100, -31.7404, -243.202, -0.679747, 3.00084,
18.2512, -100, -100, -31.7678, -243.205, -0.651848, 3.02171,
18.2525, -100, -100, -31.795, -243.209, -0.623322, 3.04332,
18.2537, -100, -100, -31.822, -243.215, -0.59409, 3.06561,
18.255, -100, -100, -31.8487, -243.222, -0.56407, 3.08855,
18.2562, -100, -100, -31.8752, -243.232, -0.533181, 3.11209,
18.2575, -100, -100, -31.9012, -243.242, -0.501342, 3.13618,
18.2587, -100, -93.9617, -31.9269, -243.255, -0.468475, 3.16074,
18.26, -100, -74.6105, -31.9521, -243.269, -0.43451, 3.18568,
18.2612, -100, -54.9209, -31.9768, -243.285, -0.399391, 3.21085,
18.2625, -100, -35.1256, -32.0011, -243.302, -0.36308, 3.23606,
18.2637, -100, -15.4735, -32.0249, -243.321, -0.325552, 3.26116,
18.265, -100, 3.78945, -32.0481, -243.341, -0.286799, 3.28596,
18.2662, -100, 22.4213, -32.0708, -243.362, -0.246828, 3.31032,
18.2675, -100, 40.2039, -32.0929, -243.384, -0.20566, 3.33406,
18.2687, -100, 56.9391, -32.1145, -243.407, -0.163332, 3.35704,
18.27, -100, 72.4665, -32.1355, -243.432, -0.119889, 3.3791,
18.2712, -100, 86.6546, -32.156, -243.456, -0.0753913, 3.40012,
18.2725, -100, 99.4144, -32.176, -243.482, -0.0299052, 3.41996,
18.2737, -100, 100, -32.1954, -243.508, 0.0164977, 3.43853,
18.275, -100, 100, -32.2142, -243.535, 0.0637617, 3.45576,
18.2762, -100, 100, -32.2326, -243.563, 0.111832, 3.47161,
18.2775, -100, 100, -32.2504, -243.591, 0.160652, 3.48601,
18.2787, -100, 100, -32.2676, -243.619, 0.210161, 3.49894,
18.28, -100, 100, -32.2843, -243.649, 0.2603, 3.51033,
18.2812, -100, 100, -32.3005, -243.679, 0.311002, 3.52017,
18.2825, -100, 100, -32.3161, -243.709, 0.362202, 3.5284,
18.2837, -100, 100, -32.3312, -243.74, 0.41383, 3.53498,
18.285, -100, 100, -32.3458, -243.772, 0.465818, 3.5399,
18.2862, -100, 100, -32.3598, -243.804, 0.518092, 3.54311,
18.2875, -100, 100, -32.3734, -243.837, 0.570579, 3.5446,
18.2887, -100, 100, -32.3864, -243.87, 0.623202, 3.54432,
18.29, -100, 100, -32.3989, -243.904, 0.675885, 3.54227,
18.2912, -100, 100, -32.4109, -243.939, 0.728546, 3.53842,
18.2925, -100, 100, -32.4224, -243.974, 0.781106, 3.53276,
18.2937, -100, 100, -32.4335, -244.009, 0.833481, 3.52527,
18.295, -100, 100, -32.4441, -244.045, 0.885585, 3.51593,
18.2962, -100, 100, -32.4543, -244.082, 0.937331, 3.50475,
18.2975, -100, 100, -32.464, -244.119, 0.98863, 3.49171,
18.2987, -100, 100, -32.4734, -244.156, 1.03939, 3.47682,
18.3, -100, 100, -32.4824, -244.193, 1.08952, 3.46007,
18.3012, -100, 100, -32.491, -244.231, 1.13892, 3.44149,
18.3025, -100, 100, -32.4992, -244.27, 1.18749, 3.42108,
18.3037, -100, 100, -32.5072, -244.308, 1.23514, 3.39886,
18.305, -100, 95.2826, -32.5149, -244.347, 1.28176, 3.37486,
18.3062, -100, 89.5456, -32.5224, -244.386, 1.32729, 3.34912,
18.3075, -100, 84.3776, -32.5297, -244.425, 1.37166, 3.32167,
18.3087, -100, 79.785, -32.5367, -244.464, 1.41481, 3.29255,
18.31, -100, 75.7697, -32.5436, -244.503, 1.45666, 3.2618,
18.3112, -100, 72.3266, -32.5503, -244.542, 1.49714, 3.22947,
18.3125, -100, 69.4421, -32.5569, -244.581, 1.53618, 3.19562,
18.3137, -100, 67.091, -32.5634, -244.62, 1.57369, 3.16031,
18.315, -100, 65.2351, -32.5699, -244.659, 1.60962, 3.12362,
18.3162, -100, 63.8211, -32.5765, -244.697, 1.64388, 3.08563,
18.3175, -100, 62.7824, -32.5831, -244.735, 1.67641, 3.04645,
18.3187, -100, 62.0388, -32.5898, -244.773, 1.70717, 3.00617,
18.32, -100, 61.5037, -32.5968, -244.809, 1.7361, 2.96493,
18.3212, -100, 61.0866, -32.6041, -244.845, 1.76319, 2.92285,
18.3225, -93.5613, 61.5892, -32.6117, -244.88, 1.78842, 2.88007,
18.3237, -58.9335, 66.1246, -32.6197, -244.913, 1.81181, 2.83673,
18.325, -36.0963, 69.1224, -32.6282, -244.945, 1.8334, 2.79295,
18.3262, -22.2681, 70.8181, -32.637, -244.976, 1.85323, 2.74888,
18.3275, -12.5948, 71.8071, -32.6463, -245.005, 1.87135, 2.70463,
18.3287, -10.1878, 71.5985, -32.6561, -245.032, 1.88782, 2.6603,
18.33, -10.1851, 70.8617, -32.6664, -245.059, 1.90271, 2.61602,
18.3312, -12.0036, 69.6841, -32.6772, -245.083, 1.9161, 2.57187,
18.3325, -14.8869, 68.1922, -32.6886, -245.106, 1.92808, 2.52792,
18.3337, -18.3513, 66.4792, -32.7006, -245.127, 1.93872, 2.48426,
18.335, -22.1221, 64.6114, -32.7131, -245.146, 1.94812, 2.44095,
18.3362, -26.0738, 62.6316, -32.7263, -245.164, 1.95636, 2.39803,
18.3375, -30.1855, 60.5661, -32.7401, -245.179, 1.96352, 2.35554,
18.3387, -34.7483, 58.3896, -32.7545, -245.193, 1.96967, 2.31353,
18.34, 88.7932, 73.8464, -32.7695, -245.205, 1.9749, 2.272,
18.3412, 20.3846, 63.0085, -32.785, -245.215, 1.97925, 2.23098,
18.3425, -57.5601, 50.7409, -32.801, -245.224, 1.98278, 2.19047,
18.3437, -56.9575, 49.2418, -32.8176, -245.231, 1.98558, 2.1505,
18.345, -64.7057, 46.5049, -32.8349, -245.236, 1.98768, 2.11108,
18.3462, -100, 39.9701, -32.8527, -245.24, 1.98916, 2.07222,
18.3475, -100, 38.1727, -32.8713, -245.241, 1.99004, 2.03391,
18.3487, -100, 36.3209, -32.8905, -245.241, 1.99037, 1.99616,
18.35, -100, 34.4002, -32.9103, -245.238, 1.99017, 1.95897,
18.3512, -100, 32.3941, -32.9308, -245.234, 1.98947, 1.92232,
18.3525, -100, 30.2876, -32.9519, -245.228, 1.98829, 1.88621,
18.3537, -100, 28.065, -32.9735, -245.221, 1.98662, 1.85063,
18.355, -100, 25.7124, -32.9958, -245.211, 1.98447, 1.81557,
18.3562, -100, 23.2166, -33.0186, -245.2, 1.98184, 1.78102,
18.3575, -100, 20.5676, -33.042, -245.188, 1.97872, 1.74697,
18.3587, -100, 17.7573, -33.0659, -245.174, 1.9751, 1.7134,
18.36, -100, 14.7823, -33.0903, -245.159, 1.97097, 1.68028,
18.3612, -100, 11.6435, -33.1152, -245.142, 1.96629, 1.64761,
18.3625, -30.2947, 18.246, -33.1405, -245.124, 1.96104, 1.61536,
18.3637, -22.3845, 16.1097, -33.1661, -245.105, 1.9552, 1.58349,
18.365, -51.7406, 8.60679, -33.1919, -245.086, 1.94873, 1.55197,
18.3662, 42.8442, 18.7942, -33.218, -245.066, 1.94162, 1.52077,
18.3675, 74.0763, 20.1898, -33.2441, -245.045, 1.93384, 1.48984,
18.3687, 40.3092, 12.4753, -33.2702, -245.025, 1.92539, 1.45915,
18.37, -51.8858, -3.55786, -33.2963, -245.005, 1.91625, 1.42866,
18.3712, -11.109, -0.648976, -33.3224, -244.984, 1.90642, 1.39836,
18.3725, -18.0639, -4.29807, -33.3485, -244.964, 1.89589, 1.3682,
18.3737, -100, -18.3624, -33.3746, -244.944, 1.88465, 1.33816,
18.375, -100, -20.945, -33.4008, -244.924, 1.87269, 1.30822,
18.3762, -100, -23.3551, -33.4269, -244.904, 1.85999, 1.27834,
18.3775, -100, -25.5671, -33.4531, -244.884, 1.84656, 1.24851,
18.3787, -100, -27.5591, -33.4792, -244.865, 1.83238, 1.2187,
18.38, -100, -29.3158, -33.5053, -244.847, 1.81745, 1.18888,
18.3812, -100, -30.8263, -33.5313, -244.828, 1.80177, 1.15903,
18.3825, -100, -32.0866, -33.5572, -244.811, 1.78533, 1.12913,
18.3837, -100, -33.0961, -33.583, -244.794, 1.76813, 1.09917,
18.385, -100, -33.8607, -33.6086, -244.778, 1.75017, 1.06914,
18.3862, -100, -34.3883, -33.6341, -244.763, 1.73144, 1.03903,
18.3875, -100, -34.6918, -33.6593, -244.749, 1.71196, 1.00883,
18.3887, -30.1347, -25.9401, -33.6845, -244.735, 1.6917, 0.978544,
18.39, -91.8118, -33.0794, -33.7093, -244.723, 1.67069, 0.948163,
18.3912, 15.4539, -18.7554, -33.7338, -244.712, 1.64894, 0.917677,
18.3925, 100, -7.00434, -33.7579, -244.702, 1.62646, 0.88709,
18.3937, 100, -5.10543, -33.7816, -244.694, 1.60328, 0.856399,
18.395, 100, -3.09483, -33.8047, -244.687, 1.5794, 0.825622,
18.3962, 100, -1.01358, -33.8274, -244.682, 1.55483, 0.794789,
18.3975, 100, 1.10081, -33.8495, -244.678, 1.52955, 0.763936,
18.3987, 100, 3.21575, -33.8711, -244.676, 1.50356, 0.733096,
18.4, 100, 5.30216, -33.8923, -244.675, 1.47685, 0.70231,
18.4012, 100, 7.33548, -33.913, -244.675, 1.44942, 0.671615,
18.4025, 100, 9.2945, -33.9333, -244.677, 1.42125, 0.641055,
18.4037, 100, 11.1621, -33.9531, -244.68, 1.39235, 0.610672,
18.405, 100, 12.9241, -33.9724, -244.684, 1.3627, 0.580511,
18.4062, 100, 14.5701, -33.9914, -244.69, 1.3323, 0.550615,
18.4075, 100, 16.0923, -34.0098, -244.697, 1.30114, 0.521033,
18.4087, 100, 17.486, -34.0279, -244.704, 1.26922, 0.49181,
18.41, 100, 18.7488, -34.0456, -244.713, 1.23653, 0.462996,
18.4112, 100, 19.8809, -34.0628, -244.723, 1.20307, 0.434639,
18.4125, 100, 20.8845, -34.0797, -244.734, 1.16885, 0.406788,
18.4137, 100, 21.7637, -34.0961, -244.746, 1.13386, 0.379493,
18.415, 100, 22.5242, -34.1122, -244.759, 1.09811, 0.352806,
18.4162, 100, 23.1733, -34.1279, -244.773, 1.06161, 0.326777,
18.4175, 100, 23.719, -34.1433, -244.787, 1.02437, 0.301457,
18.4187, 100, 24.1708, -34.1583, -244.803, 0.986386, 0.276897,
18.42, 100, 24.538, -34.1729, -244.819, 0.947689, 0.25315,
18.4212, 100, 24.8309, -34.1873, -244.836, 0.908292, 0.230266,
18.4225, 100, 25.059, -34.2013, -244.854, 0.868218, 0.208295,
18.4237, 100, 25.2321, -34.215, -244.873, 0.827491, 0.187287,
18.425, 100, 25.3589, -34.2284, -244.892, 0.786142, 0.16729,
18.4262, 100, 25.4472, -34.2416, -244.912, 0.744204, 0.148349,
18.4275, 100, 25.5035, -34.2546, -244.932, 0.701713, 0.130508,
18.4287, 100, 25.5332, -34.2673, -244.953, 0.658711, 0.113808,
18.43, 100, 25.5398, -34.2798, -244.974, 0.615242, 0.0982855,
18.4312, 34.5844, 16.2416, -34.2922, -244.995, 0.571356, 0.0839743,
18.4325, 10.4871, 12.7959, -34.3045, -245.017, 0.527112, 0.0709068,
18.4337, -1.00547, 11.167, -34.3168, -245.038, 0.482574, 0.0591016,
18.435, 1.84287, 11.5735, -34.3292, -245.059, 0.437798, 0.0485645,
18.4362, 19.3796, 14.1088, -34.3416, -245.08, 0.392845, 0.0392964,
18.4375, 100, 25.4776, -34.3541, -245.101, 0.347766, 0.0312947,
18.4387, 100, 25.3531, -34.3666, -245.122, 0.30261, 0.0245585,
18.44, 100, 25.2099, -34.379, -245.143, 0.25743, 0.019082,
18.4412, 100, 25.0498, -34.3915, -245.163, 0.212283, 0.0148548,
18.4425, 100, 24.8752, -34.404, -245.183, 0.167222, 0.0118612,
18.4437, 100, 24.6897, -34.4166, -245.203, 0.122297, 0.0100812,
18.445, 100, 24.4982, -34.4292, -245.223, 0.0775581, 0.00949093,
18.4462, 100, 24.3065, -34.4419, -245.242, 0.0330519, 0.0100626,
18.4475, 100, 24.1216, -34.4548, -245.261, -0.0111784, 0.0117655,
18.4487, 100, 23.9512, -34.4677, -245.279, -0.0550916, 0.0145662,
18.45, 100, 23.8037, -34.4808, -245.297, -0.0986503, 0.0184292,
18.4512, 100, 23.6879, -34.494, -245.315, -0.141819, 0.023317,
18.4525, 100, 23.6129, -34.5074, -245.331, -0.184567, 0.0291908,
18.4537, 100, 23.5881, -34.5209, -245.347, -0.226865, 0.0360104,
18.455, 100, 23.6226, -34.5346, -245.363, -0.268686, 0.0437355,
18.4562, 100, 23.7252, -34.5484, -245.378, -0.310006, 0.0523242,
18.4575, 100, 23.9045, -34.5624, -245.392, -0.350806, 0.0617353,
18.4587, 100, 24.1686, -34.5766, -245.406, -0.391065, 0.0719262,
18.46, 100, 24.5248, -34.591, -245.419, -0.430767, 0.0828554,
18.4612, 100, 24.9798, -34.6056, -245.432, -0.469897, 0.0944803,
18.4625, 100, 25.5392, -34.6204, -245.443, -0.508444, 0.106759,
18.4637, 100, 26.2082, -34.6353, -245.454, -0.546394, 0.11965,
18.465, 100, 26.9906, -34.6505, -245.464, -0.583741, 0.133112,
18.4662, 100, 27.8891, -34.6658, -245.474, -0.620474, 0.147102,
18.4675, 100, 28.9054, -34.6814, -245.483, -0.656589, 0.16158,
18.4687, 100, 30.04, -34.6971, -245.491, -0.69208, 0.176504,
18.47, 100, 31.2918, -34.7131, -245.498, -0.726943, 0.191835,
18.4712, 100, 32.6587, -34.7292, -245.504, -0.761176, 0.207531,
18.4725, 100, 34.1369, -34.7456, -245.509, -0.794777, 0.223552,
18.4737, 100, 35.7211, -34.7622, -245.514, -0.827746, 0.23986,
18.475, 100, 37.4044, -34.779, -245.518, -0.860084, 0.256414,
18.4762, 100, 39.1784, -34.796, -245.521, -0.89179, 0.273176,
18.4775, 100, 41.0329, -34.8132, -245.523, -0.922868, 0.290109,
18.4787, 100, 42.9561, -34.8307, -245.524, -0.95332, 0.307175,
18.48, 100, 44.9343, -34.8483, -245.524, -0.98315, 0.324337,
18.4812, 100, 46.9523, -34.8663, -245.523, -1.01236, 0.341559,
18.4825, 100, 48.993, -34.8844, -245.521, -1.04095, 0.358808,
18.4837, 100, 51.0379, -34.9028, -245.518, -1.06894, 0.376049,
18.485, 100, 53.0665, -34.9215, -245.514, -1.09631, 0.393251,
18.4862, 100, 55.0569, -34.9404, -245.509, -1.12308, 0.410382,
18.4875, 100, 56.9859, -34.9596, -245.502, -1.14926, 0.427414,
18.4887, 100, 58.8287, -34.979, -245.495, -1.17483, 0.44432,
18.49, 100, 60.5592, -34.9987, -245.486, -1.19981, 0.461075,
18.4912, 100, 62.1503, -35.0187, -245.476, -1.2242, 0.477656,
18.4925, 100, 63.5741, -35.039, -245.465, -1.24799, 0.494045,
18.4937, 100, 64.8014, -35.0596, -245.453, -1.27118, 0.510223,
18.495, 100, 65.803, -35.0805, -245.439, -1.29378, 0.526179,
18.4962, 100, 66.5487, -35.1016, -245.424, -1.31578, 0.541902,
18.4975, 100, 67.009, -35.1231, -245.408, -1.33717, 0.557387,
18.4987, 100, 67.1539, -35.1449, -245.39, -1.35795, 0.572633,
18.5, 100, 66.9551, -35.167, -245.371, -1.3781, 0.587645,
18.5012, 100, 66.3852, -35.1895, -245.351, -1.39762, 0.60243,
18.5025, 100, 65.4201, -35.2122, -245.33, -1.41649, 0.617005,
18.5037, 100, 64.0387, -35.2352, -245.307, -1.43471, 0.63139,
18.505, 100, 62.2265, -35.2585, -245.283, -1.45226, 0.645612,
18.5062, 100, 59.9751, -35.2821, -245.257, -1.46913, 0.659704,
18.5075, 41.2124, 49.2849, -35.306, -245.231, -1.48531, 0.673706,
18.5087, 25.1934, 44.1896, -35.3301, -245.204, -1.5008, 0.687649,
18.51, 13.7408, 39.249, -35.3546, -245.175, -1.51559, 0.701573,
18.5112, 5.88471, 34.335, -35.3793, -245.145, -1.52969, 0.715532,
18.5125, 0.839816, 29.3686, -35.4043, -245.115, -1.54308, 0.729587,
18.5137, -1.91756, 24.3298, -35.4296, -245.083, -1.55578, 0.743803,
18.515, -2.62712, 19.2624, -35.4551, -245.051, -1.5678, 0.758248,
18.5162, -1.2952, 14.2602, -35.4806, -245.018, -1.57917, 0.772987,
18.5175, 2.77563, 9.52952, -35.5063, -244.986, -1.58992, 0.788085,
18.5187, 6.81471, 4.78818, -35.5319, -244.953, -1.60009, 0.803598,
18.52, 14.3471, 0.636799, -35.5575, -244.92, -1.60975, 0.819575,
18.5212, 26.1405, -2.73306, -35.5828, -244.888, -1.61896, 0.836054,
18.5225, 100, 2.77558, -35.608, -244.857, -1.62779, 0.853061,
