time,X,Y,Z,
1.31, 0.0549893, -0.000226825, -0.761611,
1.3125, 0.0549891, -0.000226968, -0.761611,
1.315, 0.0549889, -0.000227111, -0.761612,
1.3175, 0.0549886, -0.000227252, -0.761612,
1.32, 0.0549884, -0.000227393, -0.761612,
1.3225, 0.0549882, -0.000227532, -0.761612,
1.325, 0.0549879, -0.000227671, -0.761612,
1.3275, 0.0549877, -0.000227809, -0.761612,
1.33, 0.0549874, -0.000227945, -0.761612,
1.3325, 0.0549872, -0.000228081, -0.761612,
1.335, 0.054987, -0.000228216, -0.761612,
1.3375, 0.0549867, -0.00022835, -0.761612,
1.34, 0.0549865, -0.000228483, -0.761612,
1.3425, 0.0549862, -0.000228615, -0.761612,
1.345, 0.054986, -0.000228746, -0.761612,
1.3475, 0.0549858, -0.000228876, -0.761612,
1.35, 0.0549855, -0.000229006, -0.761612,
1.3525, 0.0549853, -0.000229134, -0.761612,
1.355, 0.054985, -0.000229262, -0.761612,
1.3575, 0.0549848, -0.000229389, -0.761613,
1.36, 0.0549846, -0.000229515, -0.761613,
1.3625, 0.0549843, -0.00022964, -0.761613,
1.365, 0.0549841, -0.000229764, -0.761613,
1.3675, 0.0549838, -0.000229887, -0.761613,
1.37, 0.0549836, -0.000230009, -0.761613,
1.3725, 0.0549834, -0.000230131, -0.761613,
1.375, 0.0549831, -0.000230252, -0.761613,
1.3775, 0.0549829, -0.000230372, -0.761613,
1.38, 0.0549826, -0.000230491, -0.761613,
1.3825, 0.0549824, -0.000230609, -0.761613,
1.385, 0.0549822, -0.000230727, -0.761613,
1.3875, 0.0549819, -0.000230843, -0.761613,
1.39, 0.0549817, -0.000230959, -0.761613,
1.3925, 0.0549814, -0.000231074, -0.761613,
1.395, 0.0549812, -0.000231188, -0.761613,
1.3975, 0.0549809, -0.000231302, -0.761613,
1.4, 0.0549807, -0.000231414, -0.761614,
1.4025, 0.0549805, -0.000231526, -0.761614,
1.405, 0.0549802, -0.000231638, -0.761614,
1.4075, 0.05498, -0.000231748, -0.761614,
1.41, 0.0549797, -0.000231857, -0.761614,
1.4125, 0.0549795, -0.000231966, -0.761614,
1.415, 0.0549792, -0.000232074, -0.761614,
1.4175, 0.054979, -0.000232182, -0.761614,
1.42, 0.0549788, -0.000232288, -0.761614,
1.4225, 0.0549785, -0.000232394, -0.761614,
1.425, 0.0549783, -0.000232499, -0.761614,
1.4275, 0.054978, -0.000232604, -0.761614,
1.43, 0.0549778, -0.000232707, -0.761614,
1.4325, 0.0549775, -0.00023281, -0.761614,
1.435, 0.0549773, -0.000232912, -0.761614,
1.4375, 0.0549771, -0.000233014, -0.761614,
1.44, 0.0549768, -0.000233115, -0.761615,
1.4425, 0.0549766, -0.000233215, -0.761615,
1.445, 0.0549763, -0.000233314, -0.761615,
1.4475, 0.0549761, -0.000233413, -0.761615,
1.45, 0.0549758, -0.000233511, -0.761615,
1.4525, 0.0549756, -0.000233608, -0.761615,
1.455, 0.0549753, -0.000233705, -0.761615,
1.4575, 0.0549751, -0.000233801, -0.761615,
1.46, 0.0549749, -0.000233897, -0.761615,
1.4625, 0.0549746, -0.000233991, -0.761615,
1.465, 0.0549744, -0.000234085, -0.761615,
1.4675, 0.0549741, -0.000234179, -0.761615,
1.47, 0.0549739, -0.000234271, -0.761615,
1.4725, 0.0549736, -0.000234363, -0.761615,
1.475, 0.0549734, -0.000234455, -0.761615,
1.4775, 0.0549731, -0.000234546, -0.761615,
1.48, 0.0549729, -0.000234636, -0.761616,
1.4825, 0.0549726, -0.000234725, -0.761616,
1.485, 0.0549724, -0.000234814, -0.761616,
1.4875, 0.0549722, -0.000234902, -0.761616,
1.49, 0.0549719, -0.00023499, -0.761616,
1.4925, 0.0549717, -0.000235077, -0.761616,
1.495, 0.0549714, -0.000235164, -0.761616,
1.4975, 0.0549712, -0.000235249, -0.761616,
1.5, 0.0549709, -0.000235335, -0.761616,
1.5025, 0.0549707, -0.000235419, -0.761616,
1.505, 0.0549704, -0.000235503, -0.761616,
1.5075, 0.0549702, -0.000235587, -0.761616,
1.51, 0.0549699, -0.00023567, -0.761616,
1.5125, 0.0549697, -0.000235752, -0.761616,
1.515, 0.0549694, -0.000235834, -0.761616,
1.5175, 0.0549692, -0.000235915, -0.761616,
1.52, 0.0549689, -0.000235995, -0.761616,
1.5225, 0.0549687, -0.000236075, -0.761617,
1.525, 0.0549685, -0.000236155, -0.761617,
1.5275, 0.0549682, -0.000236234, -0.761617,
1.53, 0.054968, -0.000236312, -0.761617,
1.5325, 0.0549677, -0.00023639, -0.761617,
1.535, 0.0549675, -0.000236467, -0.761617,
1.5375, 0.0549672, -0.000236544, -0.761617,
1.54, 0.054967, -0.00023662, -0.761617,
1.5425, 0.0549667, -0.000236695, -0.761617,
1.545, 0.0549665, -0.000236771, -0.761617,
1.5475, 0.0549662, -0.000236845, -0.761617,
1.55, 0.054966, -0.000236919, -0.761617,
1.5525, 0.0549657, -0.000236993, -0.761617,
1.555, 0.0549655, -0.000237066, -0.761617,
1.5575, 0.0549652, -0.000237138, -0.761617,
1.56, 0.054965, -0.00023721, -0.761617,
1.5625, 0.0549647, -0.000237281, -0.761618,
1.565, 0.0549645, -0.000237352, -0.761618,
1.5675, 0.0549642, -0.000237423, -0.761618,
1.57, 0.054964, -0.000237493, -0.761618,
1.5725, 0.0549637, -0.000237562, -0.761618,
1.575, 0.0549635, -0.000237631, -0.761618,
1.5775, 0.0549632, -0.000237699, -0.761618,
1.58, 0.054963, -0.000237767, -0.761618,
1.5825, 0.0549627, -0.000237835, -0.761618,
1.585, 0.0549625, -0.000237902, -0.761618,
1.5875, 0.0549622, -0.000237968, -0.761618,
1.59, 0.054962, -0.000238034, -0.761618,
1.5925, 0.0549617, -0.0002381, -0.761618,
1.595, 0.0549615, -0.000238165, -0.761618,
1.5975, 0.0549612, -0.00023823, -0.761618,
1.6, 0.054961, -0.000238294, -0.761619,
1.6025, 0.0549607, -0.000238358, -0.761619,
1.605, 0.0549605, -0.000238421, -0.761619,
1.6075, 0.0549602, -0.000238484, -0.761619,
1.61, 0.05496, -0.000238546, -0.761619,
1.6125, 0.0549597, -0.000238608, -0.761619,
1.615, 0.0549595, -0.00023867, -0.761619,
1.6175, 0.0549592, -0.000238731, -0.761619,
1.62, 0.054959, -0.000238791, -0.761619,
1.6225, 0.0549587, -0.000238851, -0.761619,
1.625, 0.0549585, -0.000238911, -0.761619,
1.6275, 0.0549582, -0.00023897, -0.761619,
1.63, 0.054958, -0.000239029, -0.761619,
1.6325, 0.0549577, -0.000239088, -0.761619,
1.635, 0.0549575, -0.000239146, -0.761619,
1.6375, 0.0549572, -0.000239203, -0.761619,
1.64, 0.054957, -0.000239261, -0.76162,
1.6425, 0.0549567, -0.000239318, -0.76162,
1.645, 0.0549565, -0.000239374, -0.76162,
1.6475, 0.0549562, -0.00023943, -0.76162,
1.65, 0.054956, -0.000239485, -0.76162,
1.6525, 0.0549557, -0.000239541, -0.76162,
1.655, 0.0549555, -0.000239595, -0.76162,
1.6575, 0.0549552, -0.00023965, -0.76162,
1.66, 0.054955, -0.000239704, -0.76162,
1.6625, 0.0549547, -0.000239757, -0.76162,
1.665, 0.0549545, -0.000239811, -0.76162,
1.6675, 0.0549542, -0.000239863, -0.76162,
1.67, 0.054954, -0.000239916, -0.76162,
1.6725, 0.0549537, -0.000239968, -0.76162,
1.675, 0.0549535, -0.00024002, -0.76162,
1.6775, 0.0549532, -0.000240071, -0.76162,
1.68, 0.054953, -0.000240122, -0.761621,
1.6825, 0.0549527, -0.000240172, -0.761621,
1.685, 0.0549525, -0.000240223, -0.761621,
1.6875, 0.0549522, -0.000240272, -0.761621,
1.69, 0.0549519, -0.000240322, -0.761621,
1.6925, 0.0549517, -0.000240371, -0.761621,
1.695, 0.0549514, -0.00024042, -0.761621,
1.6975, 0.0549512, -0.000240468, -0.761621,
1.7, 0.0549509, -0.000240516, -0.761621,
1.7025, 0.0549507, -0.000240564, -0.761621,
1.705, 0.0549504, -0.000240611, -0.761621,
1.7075, 0.0549502, -0.000240658, -0.761621,
1.71, 0.0549499, -0.000240705, -0.761621,
1.7125, 0.0549497, -0.000240751, -0.761621,
1.715, 0.0549494, -0.000240797, -0.761621,
1.7175, 0.0549492, -0.000240843, -0.761622,
1.72, 0.0549489, -0.000240888, -0.761622,
1.7225, 0.0549487, -0.000240933, -0.761622,
1.725, 0.0549484, -0.000240978, -0.761622,
1.7275, 0.0549482, -0.000241022, -0.761622,
1.73, 0.0549479, -0.000241066, -0.761622,
1.7325, 0.0549476, -0.000241109, -0.761622,
1.735, 0.0549474, -0.000241153, -0.761622,
1.7375, 0.0549471, -0.000241196, -0.761622,
1.74, 0.0549469, -0.000241238, -0.761622,
1.7425, 0.0549466, -0.000241281, -0.761622,
1.745, 0.0549464, -0.000241323, -0.761622,
1.7475, 0.0549461, -0.000241365, -0.761622,
1.75, 0.0549459, -0.000241406, -0.761622,
1.7525, 0.0549456, -0.000241447, -0.761622,
1.755, 0.0549454, -0.000241488, -0.761623,
1.7575, 0.0549451, -0.000241529, -0.761623,
1.76, 0.0549449, -0.000241569, -0.761623,
1.7625, 0.0549446, -0.000241609, -0.761623,
1.765, 0.0549443, -0.000241648, -0.761623,
1.7675, 0.0549441, -0.000241688, -0.761623,
1.77, 0.0549438, -0.000241727, -0.761623,
1.7725, 0.0549436, -0.000241765, -0.761623,
1.775, 0.0549433, -0.000241804, -0.761623,
1.7775, 0.0549431, -0.000241842, -0.761623,
1.78, 0.0549428, -0.00024188, -0.761623,
1.7825, 0.0549426, -0.000241917, -0.761623,
1.785, 0.0549423, -0.000241955, -0.761623,
1.7875, 0.0549421, -0.000241992, -0.761623,
1.79, 0.0549418, -0.000242028, -0.761623,
1.7925, 0.0549415, -0.000242065, -0.761624,
1.795, 0.0549413, -0.000242101, -0.761624,
1.7975, 0.054941, -0.000242137, -0.761624,
1.8, 0.0549408, -0.000242173, -0.761624,
1.8025, 0.0549405, -0.000242208, -0.761624,
1.805, 0.0549403, -0.000242243, -0.761624,
1.8075, 0.05494, -0.000242278, -0.761624,
1.81, 0.0549398, -0.000242313, -0.761624,
1.8125, 0.0549395, -0.000242347, -0.761624,
1.815, 0.0549393, -0.000242381, -0.761624,
1.8175, 0.054939, -0.000242415, -0.761624,
1.82, 0.0549387, -0.000242448, -0.761624,
1.8225, 0.0549385, -0.000242482, -0.761624,
1.825, 0.0549382, -0.000242515, -0.761624,
1.8275, 0.054938, -0.000242547, -0.761624,
1.83, 0.0549377, -0.00024258, -0.761624,
1.8325, 0.0549375, -0.000242612, -0.761625,
1.835, 0.0549372, -0.000242644, -0.761625,
1.8375, 0.054937, -0.000242676, -0.761625,
1.84, 0.0549367, -0.000242708, -0.761625,
1.8425, 0.0549364, -0.000242739, -0.761625,
1.845, 0.0549362, -0.00024277, -0.761625,
1.8475, 0.0549359, -0.000242801, -0.761625,
1.85, 0.0549357, -0.000242831, -0.761625,
1.8525, 0.0549354, -0.000242862, -0.761625,
1.855, 0.0549352, -0.000242892, -0.761625,
1.8575, 0.0549349, -0.000242922, -0.761625,
1.86, 0.0549346, -0.000242951, -0.761625,
1.8625, 0.0549344, -0.000242981, -0.761625,
1.865, 0.0549341, -0.00024301, -0.761625,
1.8675, 0.0549339, -0.000243039, -0.761625,
1.87, 0.0549336, -0.000243067, -0.761626,
1.8725, 0.0549334, -0.000243096, -0.761626,
1.875, 0.0549331, -0.000243124, -0.761626,
1.8775, 0.0549329, -0.000243152, -0.761626,
1.88, 0.0549326, -0.00024318, -0.761626,
1.8825, 0.0549323, -0.000243208, -0.761626,
1.885, 0.0549321, -0.000243235, -0.761626,
1.8875, 0.0549318, -0.000243262, -0.761626,
1.89, 0.0549316, -0.000243289, -0.761626,
1.8925, 0.0549313, -0.000243316, -0.761626,
1.895, 0.0549311, -0.000243343, -0.761626,
1.8975, 0.0549308, -0.000243369, -0.761626,
1.9, 0.0549305, -0.000243395, -0.761626,
1.9025, 0.0549303, -0.000243421, -0.761626,
1.905, 0.05493, -0.000243447, -0.761626,
1.9075, 0.0549298, -0.000243472, -0.761627,
1.91, 0.0549295, -0.000243498, -0.761627,
1.9125, 0.0549293, -0.000243523, -0.761627,
1.915, 0.054929, -0.000243548, -0.761627,
1.9175, 0.0549287, -0.000243572, -0.761627,
1.92, 0.0549285, -0.000243597, -0.761627,
1.9225, 0.0549282, -0.000243621, -0.761627,
1.925, 0.054928, -0.000243645, -0.761627,
1.9275, 0.0549277, -0.000243669, -0.761627,
1.93, 0.0549275, -0.000243693, -0.761627,
1.9325, 0.0549272, -0.000243717, -0.761627,
1.935, 0.0549269, -0.00024374, -0.761627,
1.9375, 0.0549267, -0.000243763, -0.761627,
1.94, 0.0549264, -0.000243786, -0.761627,
1.9425, 0.0549262, -0.000243809, -0.761627,
1.945, 0.0549259, -0.000243832, -0.761628,
1.9475, 0.0549257, -0.000243854, -0.761628,
1.95, 0.0549254, -0.000243876, -0.761628,
1.9525, 0.0549251, -0.000243898, -0.761628,
1.955, 0.0549249, -0.00024392, -0.761628,
1.9575, 0.0549246, -0.000243942, -0.761628,
1.96, 0.0549244, -0.000243963, -0.761628,
1.9625, 0.0549241, -0.000243985, -0.761628,
1.965, 0.0549239, -0.000244006, -0.761628,
1.9675, 0.0549236, -0.000244027, -0.761628,
1.97, 0.0549233, -0.000244048, -0.761628,
1.9725, 0.0549231, -0.000244068, -0.761628,
1.975, 0.0549228, -0.000244089, -0.761628,
1.9775, 0.0549226, -0.000244109, -0.761628,
1.98, 0.0549223, -0.000244129, -0.761629,
1.9825, 0.0549221, -0.000244149, -0.761629,
1.985, 0.0549218, -0.000244169, -0.761629,
1.9875, 0.0549215, -0.000244189, -0.761629,
1.99, 0.0549213, -0.000244208, -0.761629,
1.9925, 0.054921, -0.000244228, -0.761629,
1.995, 0.0549208, -0.000244247, -0.761629,
1.9975, 0.0549205, -0.000244266, -0.761629,
2, 0.0549202, -0.000244285, -0.761629,
2.0025, 0.05492, -0.000244303, -0.761629,
2.005, 0.0549197, -0.000244322, -0.761629,
2.0075, 0.0549195, -0.00024434, -0.761629,
2.01, 0.0549192, -0.000244358, -0.761629,
2.0125, 0.054919, -0.000244376, -0.761629,
2.015, 0.0549187, -0.000244394, -0.761629,
2.0175, 0.0549184, -0.000244412, -0.76163,
2.02, 0.0549182, -0.00024443, -0.76163,
2.0225, 0.0549179, -0.000244447, -0.76163,
2.025, 0.0549177, -0.000244464, -0.76163,
2.0275, 0.0549174, -0.000244482, -0.76163,
2.03, 0.0549171, -0.000244499, -0.76163,
2.0325, 0.0549169, -0.000244515, -0.76163,
2.035, 0.0549166, -0.000244532, -0.76163,
2.0375, 0.0549164, -0.000244549, -0.76163,
2.04, 0.0549161, -0.000244565, -0.76163,
2.0425, 0.0549159, -0.000244581, -0.76163,
2.045, 0.0549156, -0.000244598, -0.76163,
2.0475, 0.0549153, -0.000244614, -0.76163,
2.05, 0.0549151, -0.000244629, -0.76163,
2.0525, 0.0549148, -0.000244645, -0.76163,
2.055, 0.0549146, -0.000244661, -0.761631,
2.0575, 0.0549143, -0.000244676, -0.761631,
2.06, 0.054914, -0.000244691, -0.761631,
2.0625, 0.0549138, -0.000244707, -0.761631,
2.065, 0.0549135, -0.000244722, -0.761631,
2.0675, 0.0549133, -0.000244737, -0.761631,
2.07, 0.054913, -0.000244751, -0.761631,
2.0725, 0.0549127, -0.000244766, -0.761631,
2.075, 0.0549125, -0.00024478, -0.761631,
2.0775, 0.0549122, -0.000244795, -0.761631,
2.08, 0.054912, -0.000244809, -0.761631,
2.0825, 0.0549117, -0.000244823, -0.761631,
2.085, 0.0549114, -0.000244837, -0.761631,
2.0875, 0.0549112, -0.000244851, -0.761631,
2.09, 0.0549109, -0.000244865, -0.761631,
2.0925, 0.0549107, -0.000244878, -0.761632,
2.095, 0.0549104, -0.000244892, -0.761632,
2.0975, 0.0549102, -0.000244905, -0.761632,
2.1, 0.0549099, -0.000244918, -0.761632,
2.1025, 0.0549096, -0.000244932, -0.761632,
2.105, 0.0549094, -0.000244945, -0.761632,
2.1075, 0.0549091, -0.000244957, -0.761632,
2.11, 0.0549089, -0.00024497, -0.761632,
2.1125, 0.0549086, -0.000244983, -0.761632,
2.115, 0.0549083, -0.000244995, -0.761632,
2.1175, 0.0549081, -0.000245008, -0.761632,
2.12, 0.0549078, -0.00024502, -0.761632,
2.1225, 0.0549076, -0.000245032, -0.761632,
2.125, 0.0549073, -0.000245044, -0.761632,
2.1275, 0.054907, -0.000245056, -0.761633,
2.13, 0.0549068, -0.000245068, -0.761633,
2.1325, 0.0549065, -0.00024508, -0.761633,
2.135, 0.0549063, -0.000245091, -0.761633,
2.1375, 0.054906, -0.000245103, -0.761633,
2.14, 0.0549057, -0.000245114, -0.761633,
2.1425, 0.0549055, -0.000245125, -0.761633,
2.145, 0.0549052, -0.000245137, -0.761633,
2.1475, 0.054905, -0.000245148, -0.761633,
2.15, 0.0549047, -0.000245159, -0.761633,
2.1525, 0.0549044, -0.000245169, -0.761633,
2.155, 0.0549042, -0.00024518, -0.761633,
2.1575, 0.0549039, -0.000245191, -0.761633,
2.16, 0.0549037, -0.000245201, -0.761633,
2.1625, 0.0549034, -0.000245212, -0.761633,
2.165, 0.0549031, -0.000245222, -0.761634,
2.1675, 0.0549029, -0.000245232, -0.761634,
2.17, 0.0549026, -0.000245242, -0.761634,
2.1725, 0.0549024, -0.000245252, -0.761634,
2.175, 0.0549021, -0.000245262, -0.761634,
2.1775, 0.0549018, -0.000245272, -0.761634,
2.18, 0.0549016, -0.000245282, -0.761634,
2.1825, 0.0549013, -0.000245292, -0.761634,
2.185, 0.0549011, -0.000245301, -0.761634,
2.1875, 0.0549008, -0.00024531, -0.761634,
2.19, 0.0549005, -0.00024532, -0.761634,
2.1925, 0.0549003, -0.000245329, -0.761634,
2.195, 0.0549, -0.000245338, -0.761634,
2.1975, 0.0548998, -0.000245347, -0.761634,
2.2, 0.0548995, -0.000245356, -0.761635,
2.2025, 0.0548992, -0.000245365, -0.761635,
2.205, 0.054899, -0.000245374, -0.761635,
2.2075, 0.0548987, -0.000245382, -0.761635,
2.21, 0.0548985, -0.000245391, -0.761635,
2.2125, 0.0548982, -0.000245399, -0.761635,
2.215, 0.0548979, -0.000245408, -0.761635,
2.2175, 0.0548977, -0.000245416, -0.761635,
2.22, 0.0548974, -0.000245424, -0.761635,
2.2225, 0.0548972, -0.000245432, -0.761635,
2.225, 0.0548969, -0.00024544, -0.761635,
2.2275, 0.0548966, -0.000245448, -0.761635,
2.23, 0.0548964, -0.000245456, -0.761635,
2.2325, 0.0548961, -0.000245464, -0.761635,
2.235, 0.0548958, -0.000245472, -0.761635,
2.2375, 0.0548956, -0.000245479, -0.761636,
2.24, 0.0548953, -0.000245487, -0.761636,
2.2425, 0.0548951, -0.000245494, -0.761636,
2.245, 0.0548948, -0.000245502, -0.761636,
2.2475, 0.0548945, -0.000245509, -0.761636,
2.25, 0.0548943, -0.000245516, -0.761636,
2.2525, 0.054894, -0.000245523, -0.761636,
2.255, 0.0548938, -0.00024553, -0.761636,
2.2575, 0.0548935, -0.000245537, -0.761636,
2.26, 0.0548932, -0.000245544, -0.761636,
2.2625, 0.054893, -0.000245551, -0.761636,
2.265, 0.0548927, -0.000245557, -0.761636,
2.2675, 0.0548925, -0.000245564, -0.761636,
2.27, 0.0548922, -0.000245571, -0.761636,
2.2725, 0.0548919, -0.000245577, -0.761637,
2.275, 0.0548917, -0.000245583, -0.761637,
2.2775, 0.0548914, -0.00024559, -0.761637,
2.28, 0.0548912, -0.000245596, -0.761637,
2.2825, 0.0548909, -0.000245602, -0.761637,
2.285, 0.0548906, -0.000245608, -0.761637,
2.2875, 0.0548904, -0.000245614, -0.761637,
2.29, 0.0548901, -0.00024562, -0.761637,
2.2925, 0.0548898, -0.000245626, -0.761637,
2.295, 0.0548896, -0.000245632, -0.761637,
2.2975, 0.0548893, -0.000245638, -0.761637,
2.3, 0.0548891, -0.000245643, -0.761637,
2.3025, 0.0548888, -0.000245649, -0.761637,
2.305, 0.0548885, -0.000245654, -0.761637,
2.3075, 0.0548883, -0.00024566, -0.761637,
2.31, 0.054888, -0.000245665, -0.761638,
2.3125, 0.0548878, -0.00024567, -0.761638,
2.315, 0.0548875, -0.000245676, -0.761638,
2.3175, 0.0548872, -0.000245681, -0.761638,
2.32, 0.054887, -0.000245686, -0.761638,
2.3225, 0.0548867, -0.000245691, -0.761638,
2.325, 0.0548865, -0.000245696, -0.761638,
2.3275, 0.0548862, -0.000245701, -0.761638,
2.33, 0.0548859, -0.000245705, -0.761638,
2.3325, 0.0548857, -0.00024571, -0.761638,
2.335, 0.0548854, -0.000245715, -0.761638,
2.3375, 0.0548851, -0.00024572, -0.761638,
2.34, 0.0548849, -0.000245724, -0.761638,
2.3425, 0.0548846, -0.000245729, -0.761638,
2.345, 0.0548844, -0.000245733, -0.761639,
2.3475, 0.0548841, -0.000245737, -0.761639,
2.35, 0.0548838, -0.000245742, -0.761639,
2.3525, 0.0548836, -0.000245746, -0.761639,
2.355, 0.0548833, -0.00024575, -0.761639,
2.3575, 0.0548831, -0.000245754, -0.761639,
2.36, 0.0548828, -0.000245758, -0.761639,
2.3625, 0.0548825, -0.000245762, -0.761639,
2.365, 0.0548823, -0.000245766, -0.761639,
2.3675, 0.054882, -0.00024577, -0.761639,
2.37, 0.0548817, -0.000245774, -0.761639,
2.3725, 0.0548815, -0.000245777, -0.761639,
2.375, 0.0548812, -0.000245781, -0.761639,
2.3775, 0.054881, -0.000245785, -0.761639,
2.38, 0.0548807, -0.000245788, -0.761639,
2.3825, 0.0548804, -0.000245792, -0.76164,
2.385, 0.0548802, -0.000245795, -0.76164,
2.3875, 0.0548799, -0.000245799, -0.76164,
2.39, 0.0548797, -0.000245802, -0.76164,
2.3925, 0.0548794, -0.000245805, -0.76164,
2.395, 0.0548791, -0.000245809, -0.76164,
2.3975, 0.0548789, -0.000245812, -0.76164,
2.4, 0.0548786, -0.000245815, -0.76164,
2.4025, 0.0548783, -0.000245818, -0.76164,
2.405, 0.0548781, -0.000245821, -0.76164,
2.4075, 0.0548778, -0.000245824, -0.76164,
2.41, 0.0548776, -0.000245827, -0.76164,
2.4125, 0.0548773, -0.00024583, -0.76164,
2.415, 0.054877, -0.000245832, -0.76164,
2.4175, 0.0548768, -0.000245835, -0.761641,
2.42, 0.0548765, -0.000245838, -0.761641,
2.4225, 0.0548763, -0.00024584, -0.761641,
2.425, 0.054876, -0.000245843, -0.761641,
2.4275, 0.0548757, -0.000245845, -0.761641,
2.43, 0.0548755, -0.000245848, -0.761641,
2.4325, 0.0548752, -0.00024585, -0.761641,
2.435, 0.0548749, -0.000245853, -0.761641,
2.4375, 0.0548747, -0.000245855, -0.761641,
2.44, 0.0548744, -0.000245857, -0.761641,
2.4425, 0.0548742, -0.00024586, -0.761641,
2.445, 0.0548739, -0.000245862, -0.761641,
2.4475, 0.0548736, -0.000245864, -0.761641,
2.45, 0.0548734, -0.000245866, -0.761641,
2.4525, 0.0548731, -0.000245868, -0.761642,
2.455, 0.0548728, -0.00024587, -0.761642,
2.4575, 0.0548726, -0.000245872, -0.761642,
2.46, 0.0548723, -0.000245874, -0.761642,
2.4625, 0.0548721, -0.000245876, -0.761642,
2.465, 0.0548718, -0.000245877, -0.761642,
2.4675, 0.0548715, -0.000245879, -0.761642,
2.47, 0.0548713, -0.000245881, -0.761642,
2.4725, 0.054871, -0.000245882, -0.761642,
2.475, 0.0548707, -0.000245884, -0.761642,
2.4775, 0.0548705, -0.000245886, -0.761642,
2.48, 0.0548702, -0.000245887, -0.761642,
2.4825, 0.05487, -0.000245889, -0.761642,
2.485, 0.0548697, -0.00024589, -0.761642,
2.4875, 0.0548694, -0.000245891, -0.761642,
2.49, 0.0548692, -0.000245893, -0.761643,
2.4925, 0.0548689, -0.000245894, -0.761643,
2.495, 0.0548686, -0.000245895, -0.761643,
2.4975, 0.0548684, -0.000245896, -0.761643,
2.5, 0.0548681, -0.000245898, -0.761643,
2.5025, 0.0548679, -0.000245899, -0.761643,
2.505, 0.0548676, -0.0002459, -0.761643,
2.5075, 0.0548673, -0.000245901, -0.761643,
2.51, 0.0548671, -0.000245902, -0.761643,
2.5125, 0.0548668, -0.000245903, -0.761643,
2.515, 0.0548666, -0.000245904, -0.761643,
2.5175, 0.0548663, -0.000245905, -0.761643,
2.52, 0.054866, -0.000245905, -0.761643,
2.5225, 0.0548658, -0.000245906, -0.761643,
2.525, 0.0548655, -0.000245907, -0.761644,
2.5275, 0.0548652, -0.000245908, -0.761644,
2.53, 0.054865, -0.000245908, -0.761644,
2.5325, 0.0548647, -0.000245909, -0.761644,
2.535, 0.0548645, -0.00024591, -0.761644,
2.5375, 0.0548642, -0.00024591, -0.761644,
2.54, 0.0548639, -0.000245911, -0.761644,
2.5425, 0.0548637, -0.000245911, -0.761644,
2.545, 0.0548634, -0.000245912, -0.761644,
2.5475, 0.0548631, -0.000245912, -0.761644,
2.55, 0.0548629, -0.000245912, -0.761644,
2.5525, 0.0548626, -0.000245913, -0.761644,
2.555, 0.0548624, -0.000245913, -0.761644,
2.5575, 0.0548621, -0.000245913, -0.761644,
2.56, 0.0548618, -0.000245913, -0.761645,
2.5625, 0.0548616, -0.000245914, -0.761645,
2.565, 0.0548613, -0.000245914, -0.761645,
2.5675, 0.054861, -0.000245914, -0.761645,
2.57, 0.0548608, -0.000245914, -0.761645,
2.5725, 0.0548605, -0.000245914, -0.761645,
2.575, 0.0548602, -0.000245914, -0.761645,
2.5775, 0.05486, -0.000245914, -0.761645,
2.58, 0.0548597, -0.000245914, -0.761645,
2.5825, 0.0548595, -0.000245914, -0.761645,
2.585, 0.0548592, -0.000245914, -0.761645,
2.5875, 0.0548589, -0.000245914, -0.761645,
2.59, 0.0548587, -0.000245913, -0.761645,
2.5925, 0.0548584, -0.000245913, -0.761645,
2.595, 0.0548581, -0.000245913, -0.761645,
2.5975, 0.0548579, -0.000245913, -0.761646,
2.6, 0.0548576, -0.000245912, -0.761646,
2.6025, 0.0548574, -0.000245912, -0.761646,
2.605, 0.0548571, -0.000245912, -0.761646,
2.6075, 0.0548568, -0.000245911, -0.761646,
2.61, 0.0548566, -0.000245911, -0.761646,
2.6125, 0.0548563, -0.00024591, -0.761646,
2.615, 0.054856, -0.00024591, -0.761646,
2.6175, 0.0548558, -0.000245909, -0.761646,
2.62, 0.0548555, -0.000245909, -0.761646,
2.6225, 0.0548553, -0.000245908, -0.761646,
2.625, 0.054855, -0.000245907, -0.761646,
2.6275, 0.0548547, -0.000245907, -0.761646,
2.63, 0.0548545, -0.000245906, -0.761646,
2.6325, 0.0548542, -0.000245905, -0.761647,
2.635, 0.0548539, -0.000245904, -0.761647,
2.6375, 0.0548537, -0.000245904, -0.761647,
2.64, 0.0548534, -0.000245903, -0.761647,
2.6425, 0.0548532, -0.000245902, -0.761647,
2.645, 0.0548529, -0.000245901, -0.761647,
2.6475, 0.0548526, -0.0002459, -0.761647,
2.65, 0.0548524, -0.000245899, -0.761647,
2.6525, 0.0548521, -0.000245898, -0.761647,
2.655, 0.0548518, -0.000245897, -0.761647,
2.6575, 0.0548516, -0.000245896, -0.761647,
2.66, 0.0548513, -0.000245895, -0.761647,
2.6625, 0.0548511, -0.000245894, -0.761647,
2.665, 0.0548508, -0.000245893, -0.761647,
2.6675, 0.0548505, -0.000245892, -0.761648,
2.67, 0.0548503, -0.000245891, -0.761648,
2.6725, 0.05485, -0.000245889, -0.761648,
2.675, 0.0548497, -0.000245888, -0.761648,
2.6775, 0.0548495, -0.000245887, -0.761648,
2.68, 0.0548492, -0.000245886, -0.761648,
2.6825, 0.0548489, -0.000245884, -0.761648,
