t,tau1,tau2,ddq1,ddq2,q1,q2,X,Y,
1.195,-3.37145,4.593,-0.15681,0.423481,0.592126,-2.10105,0.439959,0.891594,
1.19625,-3.387,4.59153,-0.156792,0.419614,0.593378,-2.10106,0.438843,0.892134,
1.1975,-3.40253,4.59004,-0.156762,0.415738,0.594629,-2.10106,0.437727,0.892674,
1.19875,-3.41804,4.58855,-0.15672,0.411853,0.59588,-2.10107,0.43661,0.893212,
1.2,-3.43353,4.58704,-0.156666,0.407959,0.597131,-2.10108,0.435493,0.89375,
1.20125,-3.44901,4.58552,-0.1566,0.404057,0.598382,-2.10109,0.434375,0.894287,
1.2025,-3.46446,4.584,-0.156522,0.400148,0.599632,-2.10109,0.433257,0.894823,
1.20375,-3.4799,4.58246,-0.156431,0.396232,0.600883,-2.1011,0.432139,0.895358,
1.205,-3.49533,4.58092,-0.156329,0.392309,0.602133,-2.10111,0.43102,0.895892,
1.20625,-3.51073,4.57936,-0.156214,0.388381,0.603382,-2.10111,0.4299,0.896425,
1.2075,-3.52611,4.5778,-0.156086,0.384447,0.604632,-2.10111,0.42878,0.896958,
1.20875,-3.54148,4.57622,-0.155946,0.380509,0.605881,-2.10112,0.427659,0.897489,
1.21,-3.55683,4.57464,-0.155793,0.376566,0.60713,-2.10112,0.426538,0.89802,
1.21125,-3.57216,4.57305,-0.155628,0.37262,0.608379,-2.10112,0.425417,0.89855,
1.2125,-3.58747,4.57145,-0.155451,0.368671,0.609627,-2.10112,0.424295,0.899078,
1.21375,-3.60276,4.56984,-0.155261,0.364719,0.610875,-2.10113,0.423172,0.899606,
1.215,-3.61803,4.56822,-0.155058,0.360765,0.612123,-2.10113,0.422049,0.900133,
1.21625,-3.63329,4.5666,-0.154843,0.356809,0.613371,-2.10113,0.420926,0.900659,
1.2175,-3.64852,4.56497,-0.154614,0.352853,0.614619,-2.10113,0.419802,0.901184,
1.21875,-3.66374,4.56333,-0.154374,0.348895,0.615866,-2.10112,0.418677,0.901708,
1.22,-3.67894,4.56168,-0.15412,0.344938,0.617113,-2.10112,0.417552,0.902231,
1.22125,-3.69412,4.56002,-0.153854,0.340981,0.61836,-2.10112,0.416427,0.902753,
1.2225,-3.70927,4.55836,-0.153576,0.337026,0.619606,-2.10112,0.415301,0.903274,
1.22375,-3.72441,4.55669,-0.153284,0.333071,0.620853,-2.10111,0.414175,0.903795,
1.225,-3.73953,4.55501,-0.15298,0.329118,0.622099,-2.10111,0.413048,0.904314,
1.22625,-3.75464,4.55333,-0.152664,0.325168,0.623344,-2.10111,0.411921,0.904832,
1.2275,-3.76972,4.55164,-0.152335,0.321221,0.62459,-2.1011,0.410793,0.905349,
1.22875,-3.78478,4.54994,-0.151993,0.317276,0.625835,-2.1011,0.409664,0.905865,
1.23,-3.79982,4.54824,-0.151639,0.313336,0.627081,-2.10109,0.408536,0.906381,
1.23125,-3.81485,4.54653,-0.151272,0.3094,0.628325,-2.10108,0.407406,0.906895,
1.2325,-3.82985,4.54482,-0.150893,0.305468,0.62957,-2.10108,0.406277,0.907408,
1.23375,-3.84484,4.54309,-0.150501,0.301542,0.630814,-2.10107,0.405146,0.90792,
1.235,-3.8598,4.54137,-0.150097,0.297621,0.632059,-2.10106,0.404016,0.908431,
1.23625,-3.87475,4.53963,-0.149681,0.293706,0.633303,-2.10105,0.402885,0.908941,
1.2375,-3.88967,4.53789,-0.149252,0.289797,0.634546,-2.10104,0.401753,0.90945,
1.23875,-3.90458,4.53615,-0.148812,0.285895,0.63579,-2.10104,0.400621,0.909958,
1.24,-3.91947,4.5344,-0.148359,0.282001,0.637033,-2.10103,0.399488,0.910465,
1.24125,-3.93434,4.53264,-0.147894,0.278114,0.638276,-2.10102,0.398355,0.910971,
1.2425,-3.94919,4.53088,-0.147416,0.274235,0.639519,-2.10101,0.397221,0.911475,
1.24375,-3.96402,4.52912,-0.146927,0.270365,0.640761,-2.10099,0.396087,0.911979,
1.245,-3.97883,4.52735,-0.146427,0.266503,0.642004,-2.10098,0.394953,0.912482,
1.24625,-3.99362,4.52557,-0.145914,0.262651,0.643246,-2.10097,0.393818,0.912983,
1.2475,-4.0084,4.52379,-0.145389,0.258808,0.644488,-2.10096,0.392682,0.913484,
1.24875,-4.02315,4.52201,-0.144853,0.254976,0.645729,-2.10095,0.391546,0.913983,
1.25,-4.03789,4.52022,-0.144306,0.251154,0.646971,-2.10093,0.39041,0.914481,
1.25125,-4.0526,4.51843,-0.143747,0.247342,0.648212,-2.10092,0.389273,0.914978,
1.2525,-4.0673,4.51663,-0.143176,0.243542,0.649453,-2.10091,0.388136,0.915474,
1.25375,-4.08198,4.51483,-0.142594,0.239753,0.650693,-2.10089,0.386998,0.915969,
1.255,-4.09664,4.51303,-0.142002,0.235976,0.651934,-2.10088,0.385859,0.916463,
1.25625,-4.11128,4.51122,-0.141398,0.232212,0.653174,-2.10086,0.384721,0.916955,
1.2575,-4.1259,4.50941,-0.140783,0.22846,0.654414,-2.10085,0.383581,0.917447,
1.25875,-4.1405,4.50759,-0.140157,0.224721,0.655654,-2.10083,0.382442,0.917937,
1.26,-4.15509,4.50577,-0.13952,0.220995,0.656894,-2.10082,0.381301,0.918426,
1.26125,-4.16966,4.50395,-0.138873,0.217283,0.658133,-2.1008,0.380161,0.918914,
1.2625,-4.1842,4.50212,-0.138215,0.213585,0.659372,-2.10078,0.37902,0.919401,
1.26375,-4.19873,4.5003,-0.137547,0.209901,0.660611,-2.10077,0.377878,0.919887,
1.265,-4.21325,4.49846,-0.136868,0.206231,0.66185,-2.10075,0.376736,0.920371,
1.26625,-4.22774,4.49663,-0.13618,0.202577,0.663089,-2.10073,0.375593,0.920855,
1.2675,-4.24222,4.49479,-0.135481,0.198937,0.664327,-2.10071,0.37445,0.921337,
1.26875,-4.25668,4.49295,-0.134772,0.195313,0.665565,-2.1007,0.373307,0.921818,
1.27,-4.27112,4.4911,-0.134053,0.191705,0.666803,-2.10068,0.372163,0.922297,
1.27125,-4.28554,4.48926,-0.133325,0.188113,0.668041,-2.10066,0.371019,0.922776,
1.2725,-4.29995,4.48741,-0.132587,0.184538,0.669278,-2.10064,0.369874,0.923253,
1.27375,-4.31433,4.48556,-0.13184,0.180979,0.670515,-2.10062,0.368728,0.923729,
1.275,-4.3287,4.4837,-0.131083,0.177437,0.671753,-2.1006,0.367583,0.924204,
1.27625,-4.34306,4.48184,-0.130318,0.173912,0.672989,-2.10058,0.366436,0.924678,
1.2775,-4.35739,4.47999,-0.129543,0.170405,0.674226,-2.10056,0.36529,0.925151,
1.27875,-4.37171,4.47812,-0.128759,0.166915,0.675463,-2.10054,0.364142,0.925622,
1.28,-4.38602,4.47626,-0.127967,0.163443,0.676699,-2.10052,0.362995,0.926092,
1.28125,-4.4003,4.4744,-0.127166,0.15999,0.677935,-2.1005,0.361847,0.926561,
1.2825,-4.41457,4.47253,-0.126357,0.156555,0.679171,-2.10048,0.360698,0.927028,
1.28375,-4.42882,4.47066,-0.125539,0.153139,0.680406,-2.10046,0.359549,0.927494,
1.285,-4.44306,4.46879,-0.124713,0.149742,0.681642,-2.10043,0.3584,0.927959,
1.28625,-4.45728,4.46691,-0.123879,0.146364,0.682877,-2.10041,0.35725,0.928423,
1.2875,-4.47148,4.46504,-0.123037,0.143006,0.684112,-2.10039,0.356099,0.928885,
1.28875,-4.48567,4.46316,-0.122188,0.139667,0.685347,-2.10037,0.354949,0.929347,
1.29,-4.49984,4.46129,-0.121331,0.136348,0.686582,-2.10034,0.353797,0.929807,
1.29125,-4.514,4.45941,-0.120466,0.13305,0.687816,-2.10032,0.352646,0.930265,
1.2925,-4.52814,4.45752,-0.119594,0.129771,0.689051,-2.1003,0.351493,0.930723,
1.29375,-4.54227,4.45564,-0.118716,0.126513,0.690285,-2.10028,0.350341,0.931179,
1.295,-4.55638,4.45376,-0.11783,0.123276,0.691519,-2.10025,0.349188,0.931633,
1.29625,-4.57047,4.45187,-0.116937,0.12006,0.692753,-2.10023,0.348034,0.932087,
1.2975,-4.58455,4.44999,-0.116038,0.116865,0.693986,-2.1002,0.34688,0.932539,
1.29875,-4.59862,4.4481,-0.115132,0.113691,0.69522,-2.10018,0.345726,0.93299,
1.3,-4.61267,4.44621,-0.11422,0.110539,0.696453,-2.10016,0.344571,0.933439,
1.30125,-4.6267,4.44432,-0.113302,0.107408,0.697686,-2.10013,0.343416,0.933887,
1.3025,-4.64072,4.44243,-0.112377,0.104299,0.698919,-2.10011,0.34226,0.934334,
1.30375,-4.65473,4.44054,-0.111447,0.101212,0.700151,-2.10008,0.341104,0.93478,
1.305,-4.66872,4.43864,-0.110511,0.0981474,0.701384,-2.10006,0.339947,0.935224,
1.30625,-4.6827,4.43675,-0.10957,0.0951049,0.702616,-2.10003,0.33879,0.935667,
1.3075,-4.69666,4.43486,-0.108623,0.092085,0.703848,-2.10001,0.337632,0.936108,
1.30875,-4.71061,4.43296,-0.107671,0.0890877,0.705081,-2.09998,0.336474,0.936549,
1.31,-4.72455,4.43106,-0.106714,0.0861131,0.706312,-2.09996,0.335316,0.936987,
1.31125,-4.73848,4.42917,-0.105752,0.0831615,0.707544,-2.09993,0.334157,0.937425,
1.3125,-4.75239,4.42727,-0.104786,0.0802329,0.708776,-2.09991,0.332998,0.937861,
1.31375,-4.76628,4.42537,-0.103815,0.0773274,0.710007,-2.09988,0.331838,0.938296,
1.315,-4.78017,4.42347,-0.102839,0.0744453,0.711238,-2.09985,0.330678,0.938729,
1.31625,-4.79404,4.42157,-0.101859,0.0715865,0.712469,-2.09983,0.329517,0.939161,
1.3175,-4.8079,4.41967,-0.100876,0.0687514,0.7137,-2.0998,0.328356,0.939592,
1.31875,-4.82174,4.41777,-0.0998879,0.0659398,0.714931,-2.09978,0.327195,0.940021,
1.32,-4.83558,4.41587,-0.0988964,0.0631521,0.716161,-2.09975,0.326033,0.940449,
1.32125,-4.8494,4.41397,-0.0979014,0.0603881,0.717392,-2.09972,0.324871,0.940875,
1.3225,-4.86321,4.41206,-0.096903,0.0576482,0.718622,-2.0997,0.323708,0.9413,
1.32375,-4.87701,4.41016,-0.0959013,0.0549323,0.719852,-2.09967,0.322545,0.941724,
1.325,-4.89079,4.40826,-0.0948966,0.0522406,0.721082,-2.09964,0.321381,0.942146,
1.32625,-4.90457,4.40635,-0.0938889,0.0495732,0.722312,-2.09962,0.320217,0.942567,
1.3275,-4.91833,4.40445,-0.0928785,0.0469301,0.723541,-2.09959,0.319052,0.942987,
1.32875,-4.93208,4.40255,-0.0918655,0.0443113,0.724771,-2.09956,0.317888,0.943405,
1.33,-4.94582,4.40064,-0.09085,0.0417171,0.726,-2.09953,0.316722,0.943821,
1.33125,-4.95955,4.39874,-0.0898323,0.0391474,0.727229,-2.09951,0.315556,0.944236,
1.3325,-4.97327,4.39683,-0.0888125,0.0366024,0.728458,-2.09948,0.31439,0.94465,
1.33375,-4.98698,4.39492,-0.0877907,0.034082,0.729687,-2.09945,0.313224,0.945063,
1.335,-5.00067,4.39302,-0.0867671,0.0315865,0.730916,-2.09943,0.312057,0.945474,
1.33625,-5.01436,4.39111,-0.085742,0.0291157,0.732145,-2.0994,0.310889,0.945883,
1.3375,-5.02804,4.38921,-0.0847153,0.0266698,0.733373,-2.09937,0.309721,0.946291,
1.33875,-5.0417,4.3873,-0.0836874,0.0242488,0.734602,-2.09934,0.308553,0.946698,
1.34,-5.05536,4.38539,-0.0826583,0.0218527,0.73583,-2.09932,0.307384,0.947103,
1.34125,-5.06901,4.38348,-0.0816282,0.0194817,0.737058,-2.09929,0.306215,0.947507,
1.3425,-5.08264,4.38158,-0.0805973,0.0171357,0.738286,-2.09926,0.305046,0.947909,
1.34375,-5.09627,4.37967,-0.0795657,0.0148147,0.739514,-2.09923,0.303876,0.94831,
1.345,-5.10989,4.37776,-0.0785336,0.0125189,0.740742,-2.09921,0.302706,0.948709,
1.34625,-5.1235,4.37585,-0.0775011,0.0102482,0.741969,-2.09918,0.301535,0.949107,
1.3475,-5.1371,4.37394,-0.0764684,0.00800262,0.743197,-2.09915,0.300364,0.949503,
1.34875,-5.15069,4.37204,-0.0754357,0.00578221,0.744424,-2.09912,0.299192,0.949898,
1.35,-5.16427,4.37013,-0.0744031,0.00358702,0.745652,-2.0991,0.29802,0.950292,
1.35125,-5.17784,4.36822,-0.0733707,0.00141698,0.746879,-2.09907,0.296848,0.950684,
1.3525,-5.19141,4.36631,-0.0723387,-0.000727807,0.748106,-2.09904,0.295675,0.951074,
1.35375,-5.20497,4.3644,-0.0713072,-0.00284742,0.749333,-2.09901,0.294502,0.951463,
1.355,-5.21851,4.36249,-0.0702765,-0.00494179,0.75056,-2.09898,0.293328,0.951851,
1.35625,-5.23206,4.36058,-0.0692466,-0.00701098,0.751786,-2.09896,0.292154,0.952237,
1.3575,-5.24559,4.35867,-0.0682177,-0.00905493,0.753013,-2.09893,0.29098,0.952621,
1.35875,-5.25911,4.35676,-0.0671899,-0.0110737,0.754239,-2.0989,0.289805,0.953005,
1.36,-5.27263,4.35485,-0.0661635,-0.0130673,0.755466,-2.09887,0.28863,0.953386,
1.36125,-5.28614,4.35294,-0.0651384,-0.0150357,0.756692,-2.09885,0.287454,0.953766,
1.3625,-5.29964,4.35103,-0.0641149,-0.0169789,0.757918,-2.09882,0.286278,0.954145,
1.36375,-5.31314,4.34912,-0.0630932,-0.0188971,0.759144,-2.09879,0.285102,0.954522,
1.365,-5.32663,4.34721,-0.0620733,-0.0207901,0.76037,-2.09876,0.283925,0.954898,
1.36625,-5.34011,4.3453,-0.0610554,-0.022658,0.761596,-2.09874,0.282748,0.955272,
1.3675,-5.35358,4.34338,-0.0600396,-0.0245009,0.762822,-2.09871,0.28157,0.955644,
1.36875,-5.36705,4.34147,-0.0590261,-0.0263187,0.764048,-2.09868,0.280392,0.956015,
1.37,-5.38051,4.33956,-0.058015,-0.0281116,0.765273,-2.09865,0.279214,0.956385,
1.37125,-5.39397,4.33765,-0.0570065,-0.0298795,0.766499,-2.09863,0.278035,0.956753,
1.3725,-5.40741,4.33574,-0.0560006,-0.0316225,0.767724,-2.0986,0.276856,0.957119,
1.37375,-5.42086,4.33382,-0.0549976,-0.0333407,0.76895,-2.09857,0.275677,0.957484,
1.375,-5.43429,4.33191,-0.0539975,-0.0350341,0.770175,-2.09855,0.274497,0.957848,
1.37625,-5.44772,4.32999,-0.0530004,-0.0367027,0.7714,-2.09852,0.273316,0.958209,
1.3775,-5.46115,4.32808,-0.0520066,-0.0383466,0.772625,-2.09849,0.272136,0.95857,
1.37875,-5.47457,4.32617,-0.0510161,-0.0399658,0.77385,-2.09846,0.270955,0.958929,
1.38,-5.48798,4.32425,-0.050029,-0.0415605,0.775075,-2.09844,0.269773,0.959286,
1.38125,-5.50139,4.32234,-0.0490455,-0.0431306,0.7763,-2.09841,0.268592,0.959642,
1.3825,-5.51479,4.32042,-0.0480657,-0.0446763,0.777525,-2.09838,0.267409,0.959996,
1.38375,-5.52819,4.3185,-0.0470898,-0.0461975,0.778749,-2.09836,0.266227,0.960349,
1.385,-5.54158,4.31659,-0.0461177,-0.0476945,0.779974,-2.09833,0.265044,0.9607,
1.38625,-5.55497,4.31467,-0.0451498,-0.0491672,0.781199,-2.0983,0.263861,0.961049,
1.3875,-5.56835,4.31275,-0.044186,-0.0506156,0.782423,-2.09828,0.262677,0.961397,
1.38875,-5.58173,4.31083,-0.0432265,-0.05204,0.783647,-2.09825,0.261493,0.961744,
1.39,-5.5951,4.30891,-0.0422714,-0.0534404,0.784872,-2.09822,0.260309,0.962089,
1.39125,-5.60847,4.307,-0.0413208,-0.0548168,0.786096,-2.0982,0.259124,0.962432,
1.3925,-5.62184,4.30507,-0.0403749,-0.0561693,0.78732,-2.09817,0.257939,0.962774,
1.39375,-5.6352,4.30315,-0.0394337,-0.0574981,0.788544,-2.09815,0.256753,0.963114,
1.395,-5.64855,4.30123,-0.0384974,-0.0588032,0.789769,-2.09812,0.255567,0.963453,
1.39625,-5.6619,4.29931,-0.037566,-0.0600847,0.790993,-2.09809,0.254381,0.96379,
1.3975,-5.67525,4.29739,-0.0366397,-0.0613426,0.792217,-2.09807,0.253194,0.964125,
1.39875,-5.68859,4.29546,-0.0357186,-0.0625772,0.79344,-2.09804,0.252007,0.964459,
1.4,-5.70193,4.29354,-0.0348027,-0.0637885,0.794664,-2.09802,0.25082,0.964792,
1.40125,-5.71527,4.29161,-0.0338922,-0.0649765,0.795888,-2.09799,0.249632,0.965123,
1.4025,-5.7286,4.28969,-0.0329872,-0.0661414,0.797112,-2.09797,0.248444,0.965452,
1.40375,-5.74193,4.28776,-0.0320877,-0.0672833,0.798336,-2.09794,0.247256,0.96578,
1.405,-5.75526,4.28583,-0.0311939,-0.0684023,0.799559,-2.09792,0.246067,0.966106,
1.40625,-5.76858,4.2839,-0.0303059,-0.0694986,0.800783,-2.09789,0.244878,0.96643,
1.4075,-5.7819,4.28198,-0.0294238,-0.0705721,0.802006,-2.09787,0.243689,0.966753,
1.40875,-5.79522,4.28004,-0.0285475,-0.071623,0.80323,-2.09784,0.242499,0.967074,
1.41,-5.80853,4.27811,-0.0276774,-0.0726515,0.804453,-2.09782,0.241309,0.967394,
1.41125,-5.82184,4.27618,-0.0268133,-0.0736576,0.805677,-2.09779,0.240118,0.967712,
1.4125,-5.83515,4.27425,-0.0259554,-0.0746415,0.8069,-2.09777,0.238927,0.968029,
1.41375,-5.84845,4.27231,-0.0251039,-0.0756032,0.808123,-2.09774,0.237736,0.968344,
1.415,-5.86175,4.27037,-0.0242587,-0.076543,0.809347,-2.09772,0.236545,0.968658,
1.41625,-5.87505,4.26844,-0.02342,-0.0774609,0.81057,-2.09769,0.235353,0.968969,
1.4175,-5.88835,4.2665,-0.0225879,-0.078357,0.811793,-2.09767,0.234161,0.96928,
1.41875,-5.90164,4.26456,-0.0217623,-0.0792315,0.813016,-2.09765,0.232968,0.969588,
1.42,-5.91493,4.26262,-0.0209435,-0.0800845,0.81424,-2.09762,0.231775,0.969895,
1.42125,-5.92822,4.26068,-0.0201314,-0.0809161,0.815463,-2.0976,0.230582,0.970201,
1.4225,-5.94151,4.25873,-0.0193262,-0.0817265,0.816686,-2.09757,0.229388,0.970505,
1.42375,-5.95479,4.25679,-0.0185279,-0.0825158,0.817909,-2.09755,0.228195,0.970807,
1.425,-5.96807,4.25484,-0.0177366,-0.083284,0.819132,-2.09753,0.227,0.971108,
1.42625,-5.98135,4.25289,-0.0169524,-0.0840314,0.820355,-2.0975,0.225806,0.971407,
1.4275,-5.99463,4.25094,-0.0161752,-0.0847581,0.821578,-2.09748,0.224611,0.971704,
1.42875,-6.00791,4.24899,-0.0154053,-0.0854643,0.822801,-2.09746,0.223416,0.972,
1.43,-6.02118,4.24704,-0.0146427,-0.0861499,0.824024,-2.09744,0.22222,0.972294,
1.43125,-6.03445,4.24509,-0.0138873,-0.0868153,0.825247,-2.09741,0.221024,0.972587,
1.4325,-6.04772,4.24313,-0.0131394,-0.0874605,0.826469,-2.09739,0.219828,0.972878,
1.43375,-6.06099,4.24117,-0.0123989,-0.0880857,0.827692,-2.09737,0.218632,0.973168,
1.435,-6.07426,4.23921,-0.0116659,-0.0886909,0.828915,-2.09735,0.217435,0.973456,
1.43625,-6.08752,4.23725,-0.0109404,-0.0892765,0.830138,-2.09732,0.216238,0.973742,
1.4375,-6.10078,4.23529,-0.0102226,-0.0898424,0.831361,-2.0973,0.21504,0.974026,
1.43875,-6.11404,4.23332,-0.00951244,-0.0903889,0.832584,-2.09728,0.213843,0.974309,
1.44,-6.1273,4.23136,-0.00880999,-0.0909161,0.833806,-2.09726,0.212644,0.974591,
1.44125,-6.14056,4.22939,-0.00811531,-0.0914242,0.835029,-2.09724,0.211446,0.974871,
1.4425,-6.15382,4.22742,-0.00742845,-0.0919132,0.836252,-2.09722,0.210247,0.975149,
1.44375,-6.16707,4.22545,-0.00674944,-0.0923834,0.837475,-2.09719,0.209048,0.975425,
1.445,-6.18033,4.22347,-0.00607835,-0.0928348,0.838697,-2.09717,0.207849,0.9757,
1.44625,-6.19358,4.22149,-0.0054152,-0.0932677,0.83992,-2.09715,0.206649,0.975974,
1.4475,-6.20683,4.21952,-0.00476006,-0.0936822,0.841143,-2.09713,0.205449,0.976246,
1.44875,-6.22008,4.21754,-0.00411294,-0.0940785,0.842366,-2.09711,0.204249,0.976516,
1.45,-6.23333,4.21555,-0.0034739,-0.0944566,0.843588,-2.09709,0.203049,0.976784,
1.45125,-6.24658,4.21357,-0.00284297,-0.0948168,0.844811,-2.09707,0.201848,0.977051,
1.4525,-6.25982,4.21158,-0.00222019,-0.0951592,0.846034,-2.09705,0.200647,0.977316,
1.45375,-6.27307,4.20959,-0.00160559,-0.095484,0.847256,-2.09703,0.199445,0.97758,
1.455,-6.28631,4.2076,-0.000999201,-0.0957912,0.848479,-2.09701,0.198244,0.977842,
1.45625,-6.29955,4.2056,-0.000401057,-0.0960812,0.849702,-2.09699,0.197042,0.978102,
1.4575,-6.3128,4.20361,0.000188807,-0.096354,0.850924,-2.09697,0.195839,0.978361,
1.45875,-6.32604,4.20161,0.000770371,-0.0966098,0.852147,-2.09695,0.194637,0.978618,
1.46,-6.33927,4.1996,0.0013436,-0.0968488,0.85337,-2.09693,0.193434,0.978874,
1.46125,-6.35251,4.1976,0.00190848,-0.097071,0.854592,-2.09691,0.192231,0.979128,
1.4625,-6.36575,4.19559,0.00246497,-0.0972768,0.855815,-2.09689,0.191027,0.97938,
1.46375,-6.37898,4.19358,0.00301307,-0.0974661,0.857038,-2.09687,0.189823,0.979631,
1.465,-6.39222,4.19157,0.00355273,-0.0976393,0.85826,-2.09686,0.188619,0.97988,
1.46625,-6.40545,4.18955,0.00408396,-0.0977964,0.859483,-2.09684,0.187415,0.980127,
1.4675,-6.41868,4.18754,0.00460673,-0.0979376,0.860706,-2.09682,0.18621,0.980373,
1.46875,-6.43192,4.18551,0.00512102,-0.0980631,0.861929,-2.0968,0.185006,0.980617,
1.47,-6.44515,4.18349,0.00562681,-0.0981731,0.863151,-2.09678,0.1838,0.98086,
1.47125,-6.45838,4.18146,0.0061241,-0.0982676,0.864374,-2.09676,0.182595,0.981101,
1.4725,-6.4716,4.17943,0.00661287,-0.0983469,0.865597,-2.09675,0.181389,0.98134,
1.47375,-6.48483,4.1774,0.00709312,-0.0984112,0.866819,-2.09673,0.180183,0.981578,
1.475,-6.49806,4.17537,0.00756482,-0.0984605,0.868042,-2.09671,0.178977,0.981814,
1.47625,-6.51128,4.17333,0.00802797,-0.0984951,0.869265,-2.09669,0.177771,0.982048,
1.4775,-6.52451,4.17129,0.00848257,-0.0985151,0.870488,-2.09668,0.176564,0.982281,
1.47875,-6.53773,4.16924,0.00892862,-0.0985207,0.871711,-2.09666,0.175357,0.982512,
1.48,-6.55095,4.16719,0.00936609,-0.098512,0.872933,-2.09664,0.174149,0.982742,
1.48125,-6.56417,4.16514,0.00979501,-0.0984892,0.874156,-2.09663,0.172942,0.98297,
1.4825,-6.57739,4.16309,0.0102153,-0.0984525,0.875379,-2.09661,0.171734,0.983196,
1.48375,-6.59061,4.16103,0.0106271,-0.0984021,0.876602,-2.09659,0.170526,0.983421,
1.485,-6.60383,4.15897,0.0110303,-0.0983381,0.877825,-2.09658,0.169318,0.983644,
1.48625,-6.61704,4.1569,0.011425,-0.0982606,0.879048,-2.09656,0.168109,0.983865,
1.4875,-6.63026,4.15483,0.0118111,-0.0981698,0.880271,-2.09654,0.1669,0.984085,
1.48875,-6.64347,4.15276,0.0121886,-0.098066,0.881493,-2.09653,0.165691,0.984303,
1.49,-6.65668,4.15069,0.0125576,-0.0979492,0.882716,-2.09651,0.164482,0.98452,
1.49125,-6.6699,4.14861,0.012918,-0.0978197,0.883939,-2.0965,0.163272,0.984735,
1.4925,-6.68311,4.14653,0.0132699,-0.0976775,0.885162,-2.09648,0.162062,0.984948,
1.49375,-6.69631,4.14444,0.0136133,-0.0975229,0.886385,-2.09647,0.160852,0.98516,
1.495,-6.70952,4.14235,0.0139482,-0.097356,0.887608,-2.09645,0.159642,0.98537,
1.49625,-6.72273,4.14026,0.0142746,-0.0971769,0.888831,-2.09644,0.158431,0.985578,
1.4975,-6.73593,4.13816,0.0145925,-0.096986,0.890055,-2.09642,0.157221,0.985785,
1.49875,-6.74914,4.13606,0.0149019,-0.0967832,0.891278,-2.09641,0.15601,0.98599,
1.5,-6.76234,4.13395,0.0152029,-0.0965688,0.892501,-2.09639,0.154798,0.986194,
1.50125,-6.77554,4.13184,0.0154954,-0.0963429,0.893724,-2.09638,0.153587,0.986396,
1.5025,-6.78874,4.12973,0.0157795,-0.0961057,0.894947,-2.09637,0.152375,0.986596,
1.50375,-6.80193,4.12762,0.0160552,-0.0958574,0.89617,-2.09635,0.151163,0.986795,
1.505,-6.81513,4.12549,0.0163226,-0.0955981,0.897393,-2.09634,0.149951,0.986992,
1.50625,-6.82832,4.12337,0.0165815,-0.095328,0.898617,-2.09632,0.148738,0.987187,
1.5075,-6.84151,4.12124,0.0168322,-0.0950473,0.89984,-2.09631,0.147526,0.987381,
1.50875,-6.85471,4.11911,0.0170745,-0.094756,0.901063,-2.0963,0.146313,0.987573,
1.51,-6.86789,4.11697,0.0173086,-0.0944544,0.902287,-2.09628,0.1451,0.987764,
1.51125,-6.88108,4.11483,0.0175344,-0.0941426,0.90351,-2.09627,0.143886,0.987953,
1.5125,-6.89427,4.11268,0.0177519,-0.0938208,0.904733,-2.09626,0.142673,0.98814,
1.51375,-6.90745,4.11054,0.0179613,-0.0934892,0.905957,-2.09624,0.141459,0.988326,
1.515,-6.92063,4.10838,0.0181625,-0.0931478,0.90718,-2.09623,0.140245,0.98851,
1.51625,-6.93381,4.10622,0.0183555,-0.092797,0.908404,-2.09622,0.139031,0.988692,
1.5175,-6.94699,4.10406,0.0185404,-0.0924367,0.909627,-2.09621,0.137817,0.988873,
1.51875,-6.96016,4.10189,0.0187173,-0.0920672,0.910851,-2.09619,0.136602,0.989052,
1.52,-6.97334,4.09972,0.0188861,-0.0916887,0.912074,-2.09618,0.135387,0.98923,
1.52125,-6.98651,4.09754,0.0190468,-0.0913012,0.913298,-2.09617,0.134172,0.989406,
1.5225,-6.99968,4.09536,0.0191996,-0.090905,0.914521,-2.09616,0.132957,0.98958,
1.52375,-7.01284,4.09318,0.0193445,-0.0905002,0.915745,-2.09615,0.131742,0.989753,
1.525,-7.02601,4.09099,0.0194814,-0.0900869,0.916969,-2.09614,0.130526,0.989924,
1.52625,-7.03917,4.08879,0.0196105,-0.0896654,0.918192,-2.09612,0.12931,0.990093,
1.5275,-7.05233,4.0866,0.0197317,-0.0892357,0.919416,-2.09611,0.128094,0.990261,
1.52875,-7.06548,4.08439,0.0198452,-0.088798,0.92064,-2.0961,0.126878,0.990427,
1.53,-7.07864,4.08218,0.0199509,-0.0883525,0.921864,-2.09609,0.125662,0.990592,
1.53125,-7.09179,4.07997,0.0200489,-0.0878994,0.923087,-2.09608,0.124445,0.990755,
1.5325,-7.10494,4.07775,0.0201392,-0.0874387,0.924311,-2.09607,0.123228,0.990917,
1.53375,-7.11808,4.07553,0.0202219,-0.0869706,0.925535,-2.09606,0.122011,0.991076,
1.535,-7.13123,4.0733,0.020297,-0.0864953,0.926759,-2.09605,0.120794,0.991234,
1.53625,-7.14437,4.07107,0.0203645,-0.0860129,0.927983,-2.09604,0.119577,0.991391,
1.5375,-7.1575,4.06883,0.0204246,-0.0855236,0.929207,-2.09603,0.118359,0.991546,
1.53875,-7.17064,4.06659,0.0204772,-0.0850275,0.930431,-2.09602,0.117142,0.991699,
1.54,-7.18377,4.06434,0.0205224,-0.0845248,0.931655,-2.09601,0.115924,0.991851,
1.54125,-7.1969,4.06208,0.0205603,-0.0840156,0.932879,-2.096,0.114706,0.992001,
