t,tau1,tau2,ddq1,ddq2,q1,q2,X,Y,
14.195,-8.16726,3.90043,-0.0470961,0.00850408,13.5855,-2.09616,0.0289289,0.998054,
14.1962,-8.17955,3.89761,-0.0470665,0.00849846,13.5867,-2.09616,0.0277016,0.998091,
14.1975,-8.19183,3.89479,-0.0470368,0.00849284,13.5879,-2.09615,0.0264743,0.998127,
14.1987,-8.2041,3.89197,-0.047007,0.00848719,13.5892,-2.09615,0.025247,0.998162,
14.2,-8.21635,3.88913,-0.0469772,0.00848152,13.5904,-2.09615,0.0240197,0.998195,
14.2012,-8.22859,3.88629,-0.0469473,0.00847584,13.5916,-2.09614,0.0227925,0.998226,
14.2025,-8.24081,3.88344,-0.0469174,0.00847014,13.5928,-2.09614,0.0215653,0.998256,
14.2037,-8.25302,3.88059,-0.0468874,0.00846443,13.5941,-2.09614,0.0203381,0.998285,
14.205,-8.26522,3.87773,-0.0468573,0.00845869,13.5953,-2.09613,0.019111,0.998312,
14.2062,-8.27741,3.87487,-0.0468271,0.00845294,13.5965,-2.09613,0.0178838,0.998338,
14.2075,-8.28958,3.87199,-0.0467969,0.00844717,13.5978,-2.09613,0.0166567,0.998362,
14.2087,-8.30174,3.86911,-0.0467667,0.00844139,13.599,-2.09612,0.0154297,0.998384,
14.21,-8.31388,3.86623,-0.0467363,0.00843558,13.6002,-2.09612,0.0142027,0.998405,
14.2112,-8.32602,3.86334,-0.0467059,0.00842976,13.6014,-2.09612,0.0129757,0.998425,
14.2125,-8.33814,3.86044,-0.0466754,0.00842392,13.6027,-2.09611,0.0117488,0.998443,
14.2137,-8.35024,3.85754,-0.0466449,0.00841806,13.6039,-2.09611,0.0105219,0.99846,
14.215,-8.36233,3.85462,-0.0466143,0.00841219,13.6051,-2.09611,0.00929501,0.998475,
14.2162,-8.37441,3.85171,-0.0465837,0.0084063,13.6063,-2.0961,0.0080682,0.998488,
14.2175,-8.38648,3.84878,-0.0465529,0.00840039,13.6076,-2.0961,0.00684144,0.9985,
14.2187,-8.39853,3.84585,-0.0465222,0.00839447,13.6088,-2.0961,0.00561473,0.998511,
14.22,-8.41057,3.84292,-0.0464913,0.00838853,13.61,-2.09609,0.00438806,0.99852,
14.2212,-8.42259,3.83998,-0.0464604,0.00838257,13.6112,-2.09609,0.00316145,0.998528,
14.2225,-8.43461,3.83703,-0.0464294,0.00837659,13.6125,-2.09609,0.0019349,0.998534,
14.2237,-8.4466,3.83407,-0.0463984,0.0083706,13.6137,-2.09608,0.000708395,0.998538,
14.225,-8.45859,3.83111,-0.0463673,0.00836459,13.6149,-2.09608,-0.000518049,0.998541,
14.2262,-8.47056,3.82814,-0.0463361,0.00835856,13.6162,-2.09608,-0.00174443,0.998543,
14.2275,-8.48252,3.82517,-0.0463049,0.00835252,13.6174,-2.09607,-0.00297076,0.998543,
14.2287,-8.49446,3.82219,-0.0462736,0.00834645,13.6186,-2.09607,-0.00419702,0.998542,
14.23,-8.50639,3.8192,-0.0462423,0.00834038,13.6198,-2.09606,-0.00542321,0.998539,
14.2312,-8.51831,3.81621,-0.0462109,0.00833428,13.6211,-2.09606,-0.00664934,0.998535,
14.2325,-8.53021,3.81321,-0.0461794,0.00832817,13.6223,-2.09606,-0.00787541,0.998529,
14.2337,-8.5421,3.8102,-0.0461478,0.00832204,13.6235,-2.09605,-0.0091014,0.998521,
14.235,-8.55398,3.80719,-0.0461162,0.0083159,13.6247,-2.09605,-0.0103273,0.998513,
14.2362,-8.56584,3.80417,-0.0460846,0.00830973,13.626,-2.09605,-0.0115532,0.998502,
14.2375,-8.57769,3.80115,-0.0460528,0.00830355,13.6272,-2.09604,-0.0127789,0.99849,
14.2387,-8.58953,3.79812,-0.0460211,0.00829736,13.6284,-2.09604,-0.0140046,0.998477,
14.24,-8.60135,3.79508,-0.0459892,0.00829115,13.6296,-2.09604,-0.0152302,0.998462,
14.2412,-8.61316,3.79204,-0.0459573,0.00828492,13.6309,-2.09603,-0.0164558,0.998446,
14.2425,-8.62495,3.78899,-0.0459253,0.00827867,13.6321,-2.09603,-0.0176812,0.998428,
14.2437,-8.63673,3.78593,-0.0458933,0.00827241,13.6333,-2.09603,-0.0189066,0.998409,
14.245,-8.6485,3.78287,-0.0458612,0.00826613,13.6345,-2.09602,-0.0201319,0.998388,
14.2462,-8.66025,3.7798,-0.045829,0.00825983,13.6358,-2.09602,-0.0213571,0.998366,
14.2475,-8.67199,3.77673,-0.0457968,0.00825352,13.637,-2.09601,-0.0225822,0.998342,
14.2487,-8.68372,3.77365,-0.0457645,0.00824719,13.6382,-2.09601,-0.0238072,0.998317,
14.25,-8.69543,3.77056,-0.0457322,0.00824084,13.6394,-2.09601,-0.0250321,0.99829,
14.2512,-8.70713,3.76747,-0.0456998,0.00823448,13.6407,-2.096,-0.026257,0.998262,
14.2525,-8.71881,3.76437,-0.0456673,0.0082281,13.6419,-2.096,-0.0274817,0.998232,
14.2537,-8.73048,3.76126,-0.0456348,0.00822171,13.6431,-2.096,-0.0287063,0.998201,
14.255,-8.74214,3.75815,-0.0456022,0.0082153,13.6443,-2.09599,-0.0299309,0.998168,
14.2562,-8.75378,3.75503,-0.0455695,0.00820887,13.6456,-2.09599,-0.0311553,0.998134,
14.2575,-8.76541,3.75191,-0.0455368,0.00820243,13.6468,-2.09598,-0.0323796,0.998098,
14.2587,-8.77702,3.74878,-0.0455041,0.00819597,13.648,-2.09598,-0.0336039,0.998061,
14.26,-8.78863,3.74564,-0.0454712,0.00818949,13.6492,-2.09598,-0.034828,0.998023,
14.2612,-8.80021,3.7425,-0.0454383,0.008183,13.6505,-2.09597,-0.036052,0.997983,
14.2625,-8.81179,3.73935,-0.0454054,0.00817649,13.6517,-2.09597,-0.0372759,0.997941,
14.2637,-8.82335,3.7362,-0.0453724,0.00816996,13.6529,-2.09596,-0.0384997,0.997898,
14.265,-8.83489,3.73304,-0.0453393,0.00816342,13.6541,-2.09596,-0.0397234,0.997853,
14.2662,-8.84642,3.72987,-0.0453062,0.00815686,13.6554,-2.09596,-0.0409469,0.997807,
14.2675,-8.85794,3.72669,-0.045273,0.00815029,13.6566,-2.09595,-0.0421704,0.99776,
14.2687,-8.86944,3.72352,-0.0452397,0.0081437,13.6578,-2.09595,-0.0433937,0.99771,
14.27,-8.88093,3.72033,-0.0452064,0.00813709,13.659,-2.09595,-0.0446169,0.99766,
14.2712,-8.89241,3.71714,-0.0451731,0.00813047,13.6603,-2.09594,-0.04584,0.997608,
14.2725,-8.90387,3.71394,-0.0451396,0.00812383,13.6615,-2.09594,-0.047063,0.997554,
14.2737,-8.91532,3.71074,-0.0451061,0.00811718,13.6627,-2.09593,-0.0482858,0.997499,
14.275,-8.92675,3.70753,-0.0450726,0.00811051,13.6639,-2.09593,-0.0495085,0.997443,
14.2762,-8.93817,3.70431,-0.045039,0.00810382,13.6652,-2.09593,-0.0507311,0.997385,
14.2775,-8.94957,3.70109,-0.0450053,0.00809712,13.6664,-2.09592,-0.0519535,0.997325,
14.2787,-8.96096,3.69786,-0.0449716,0.00809041,13.6676,-2.09592,-0.0531758,0.997265,
14.28,-8.97234,3.69462,-0.0449378,0.00808367,13.6688,-2.09591,-0.054398,0.997202,
14.2812,-8.9837,3.69138,-0.0449039,0.00807692,13.67,-2.09591,-0.05562,0.997138,
14.2825,-8.99505,3.68814,-0.04487,0.00807016,13.6713,-2.09591,-0.0568419,0.997073,
14.2837,-9.00639,3.68489,-0.0448361,0.00806338,13.6725,-2.0959,-0.0580637,0.997006,
14.285,-9.01771,3.68163,-0.044802,0.00805658,13.6737,-2.0959,-0.0592853,0.996938,
14.2862,-9.02901,3.67836,-0.044768,0.00804977,13.6749,-2.09589,-0.0605068,0.996868,
14.2875,-9.0403,3.67509,-0.0447338,0.00804294,13.6762,-2.09589,-0.0617281,0.996796,
14.2887,-9.05158,3.67181,-0.0446996,0.0080361,13.6774,-2.09588,-0.0629493,0.996724,
14.29,-9.06284,3.66853,-0.0446654,0.00802923,13.6786,-2.09588,-0.0641704,0.996649,
14.2912,-9.07409,3.66524,-0.0446311,0.00802236,13.6798,-2.09588,-0.0653913,0.996574,
14.2925,-9.08533,3.66195,-0.0445967,0.00801547,13.6811,-2.09587,-0.066612,0.996496,
14.2937,-9.09655,3.65865,-0.0445623,0.00800857,13.6823,-2.09587,-0.0678326,0.996418,
14.295,-9.10775,3.65534,-0.0445278,0.00800164,13.6835,-2.09586,-0.069053,0.996337,
14.2962,-9.11895,3.65203,-0.0444932,0.00799471,13.6847,-2.09586,-0.0702733,0.996256,
14.2975,-9.13012,3.64871,-0.0444586,0.00798775,13.6859,-2.09586,-0.0714934,0.996173,
14.2987,-9.14129,3.64538,-0.044424,0.00798079,13.6872,-2.09585,-0.0727133,0.996088,
14.3,-9.15243,3.64205,-0.0443892,0.0079738,13.6884,-2.09585,-0.0739331,0.996002,
14.3012,-9.16357,3.63871,-0.0443545,0.0079668,13.6896,-2.09584,-0.0751528,0.995914,
14.3025,-9.17469,3.63537,-0.0443196,0.00795979,13.6908,-2.09584,-0.0763722,0.995825,
14.3037,-9.18579,3.63202,-0.0442847,0.00795276,13.6921,-2.09583,-0.0775915,0.995735,
14.305,-9.19689,3.62867,-0.0442498,0.00794571,13.6933,-2.09583,-0.0788106,0.995643,
14.3062,-9.20796,3.62531,-0.0442148,0.00793865,13.6945,-2.09583,-0.0800296,0.995549,
14.3075,-9.21902,3.62194,-0.0441797,0.00793158,13.6957,-2.09582,-0.0812484,0.995454,
14.3087,-9.23007,3.61857,-0.0441446,0.00792449,13.6969,-2.09582,-0.082467,0.995358,
14.31,-9.24111,3.61519,-0.0441094,0.00791738,13.6982,-2.09581,-0.0836854,0.99526,
14.3112,-9.25213,3.6118,-0.0440742,0.00791026,13.6994,-2.09581,-0.0849037,0.99516,
14.3125,-9.26313,3.60841,-0.0440389,0.00790312,13.7006,-2.0958,-0.0861217,0.995059,
14.3137,-9.27412,3.60502,-0.0440036,0.00789598,13.7018,-2.0958,-0.0873396,0.994957,
14.315,-9.28509,3.60161,-0.0439681,0.00788881,13.703,-2.0958,-0.0885573,0.994853,
14.3162,-9.29606,3.5982,-0.0439327,0.00788163,13.7043,-2.09579,-0.0897749,0.994748,
14.3175,-9.307,3.59479,-0.0438972,0.00787443,13.7055,-2.09579,-0.0909922,0.994641,
14.3187,-9.31793,3.59137,-0.0438616,0.00786722,13.7067,-2.09578,-0.0922093,0.994533,
14.32,-9.32885,3.58794,-0.043826,0.00785999,13.7079,-2.09578,-0.0934263,0.994423,
14.3212,-9.33975,3.58451,-0.0437903,0.00785275,13.7092,-2.09577,-0.0946431,0.994312,
14.3225,-9.35064,3.58107,-0.0437545,0.0078455,13.7104,-2.09577,-0.0958596,0.994199,
14.3237,-9.36152,3.57763,-0.0437187,0.00783823,13.7116,-2.09576,-0.097076,0.994085,
14.325,-9.37237,3.57418,-0.0436829,0.00783094,13.7128,-2.09576,-0.0982922,0.993969,
14.3262,-9.38322,3.57072,-0.043647,0.00782364,13.714,-2.09576,-0.0995082,0.993852,
14.3275,-9.39405,3.56726,-0.043611,0.00781632,13.7153,-2.09575,-0.100724,0.993734,
14.3287,-9.40486,3.5638,-0.043575,0.00780899,13.7165,-2.09575,-0.10194,0.993614,
14.33,-9.41566,3.56032,-0.0435389,0.00780165,13.7177,-2.09574,-0.103155,0.993492,
14.3312,-9.42645,3.55684,-0.0435028,0.00779429,13.7189,-2.09574,-0.10437,0.993369,
14.3325,-9.43722,3.55336,-0.0434666,0.00778691,13.7201,-2.09573,-0.105585,0.993245,
14.3337,-9.44798,3.54987,-0.0434304,0.00777953,13.7214,-2.09573,-0.1068,0.993119,
14.335,-9.45872,3.54637,-0.0433941,0.00777212,13.7226,-2.09572,-0.108014,0.992992,
14.3362,-9.46944,3.54287,-0.0433577,0.00776471,13.7238,-2.09572,-0.109229,0.992863,
14.3375,-9.48016,3.53936,-0.0433213,0.00775727,13.725,-2.09571,-0.110443,0.992732,
14.3387,-9.49085,3.53585,-0.0432849,0.00774983,13.7262,-2.09571,-0.111657,0.992601,
14.34,-9.50154,3.53233,-0.0432484,0.00774236,13.7275,-2.09571,-0.11287,0.992467,
14.3412,-9.5122,3.5288,-0.0432118,0.00773489,13.7287,-2.0957,-0.114084,0.992333,
14.3425,-9.52286,3.52527,-0.0431752,0.0077274,13.7299,-2.0957,-0.115297,0.992197,
14.3437,-9.53349,3.52173,-0.0431385,0.00771989,13.7311,-2.09569,-0.11651,0.992059,
14.345,-9.54412,3.51819,-0.0431018,0.00771237,13.7323,-2.09569,-0.117723,0.99192,
14.3462,-9.55473,3.51464,-0.043065,0.00770484,13.7336,-2.09568,-0.118936,0.991779,
14.3475,-9.56532,3.51109,-0.0430281,0.00769729,13.7348,-2.09568,-0.120148,0.991637,
14.3487,-9.5759,3.50753,-0.0429912,0.00768973,13.736,-2.09567,-0.12136,0.991494,
14.35,-9.58646,3.50396,-0.0429543,0.00768215,13.7372,-2.09567,-0.122572,0.991349,
14.3512,-9.59701,3.50039,-0.0429173,0.00767456,13.7384,-2.09566,-0.123784,0.991202,
14.3525,-9.60754,3.49681,-0.0428802,0.00766696,13.7397,-2.09566,-0.124995,0.991054,
14.3537,-9.61806,3.49323,-0.0428431,0.00765934,13.7409,-2.09565,-0.126206,0.990905,
14.355,-9.62857,3.48964,-0.042806,0.0076517,13.7421,-2.09565,-0.127417,0.990754,
14.3562,-9.63906,3.48604,-0.0427687,0.00764406,13.7433,-2.09564,-0.128628,0.990602,
14.3575,-9.64953,3.48244,-0.0427315,0.00763639,13.7445,-2.09564,-0.129838,0.990448,
14.3587,-9.65999,3.47884,-0.0426941,0.00762872,13.7458,-2.09563,-0.131049,0.990293,
14.36,-9.67043,3.47523,-0.0426568,0.00762103,13.747,-2.09563,-0.132259,0.990136,
14.3612,-9.68086,3.47161,-0.0426193,0.00761333,13.7482,-2.09562,-0.133468,0.989978,
14.3625,-9.69128,3.46799,-0.0425819,0.00760561,13.7494,-2.09562,-0.134678,0.989819,
14.3637,-9.70168,3.46436,-0.0425443,0.00759788,13.7506,-2.09562,-0.135887,0.989658,
14.365,-9.71206,3.46072,-0.0425067,0.00759013,13.7518,-2.09561,-0.137096,0.989495,
14.3662,-9.72243,3.45708,-0.0424691,0.00758237,13.7531,-2.09561,-0.138305,0.989331,
14.3675,-9.73278,3.45344,-0.0424314,0.0075746,13.7543,-2.0956,-0.139513,0.989166,
14.3687,-9.74312,3.44978,-0.0423937,0.00756681,13.7555,-2.0956,-0.140722,0.988999,
14.37,-9.75345,3.44613,-0.0423559,0.00755901,13.7567,-2.09559,-0.14193,0.98883,
14.3712,-9.76376,3.44246,-0.042318,0.0075512,13.7579,-2.09559,-0.143137,0.988661,
14.3725,-9.77405,3.43879,-0.0422801,0.00754337,13.7592,-2.09558,-0.144345,0.988489,
14.3737,-9.78433,3.43512,-0.0422422,0.00753552,13.7604,-2.09558,-0.145552,0.988317,
14.375,-9.79459,3.43144,-0.0422041,0.00752767,13.7616,-2.09557,-0.146759,0.988143,
14.3762,-9.80484,3.42776,-0.0421661,0.0075198,13.7628,-2.09557,-0.147965,0.987967,
14.3775,-9.81507,3.42406,-0.042128,0.00751191,13.764,-2.09556,-0.149172,0.98779,
14.3787,-9.82529,3.42037,-0.0420898,0.00750402,13.7653,-2.09556,-0.150378,0.987611,
14.38,-9.83549,3.41666,-0.0420516,0.00749611,13.7665,-2.09555,-0.151584,0.987431,
14.3812,-9.84568,3.41296,-0.0420133,0.00748818,13.7677,-2.09555,-0.152789,0.98725,
14.3825,-9.85585,3.40924,-0.041975,0.00748025,13.7689,-2.09554,-0.153995,0.987067,
14.3837,-9.86601,3.40552,-0.0419366,0.0074723,13.7701,-2.09554,-0.1552,0.986883,
14.385,-9.87615,3.4018,-0.0418982,0.00746433,13.7713,-2.09553,-0.156404,0.986697,
14.3862,-9.88628,3.39807,-0.0418598,0.00745635,13.7726,-2.09553,-0.157609,0.98651,
14.3875,-9.89639,3.39433,-0.0418212,0.00744836,13.7738,-2.09552,-0.158813,0.986321,
14.3887,-9.90649,3.39059,-0.0417827,0.00744036,13.775,-2.09552,-0.160017,0.986131,
14.39,-9.91657,3.38684,-0.041744,0.00743234,13.7762,-2.09551,-0.161221,0.985939,
14.3912,-9.92663,3.38309,-0.0417054,0.00742431,13.7774,-2.09551,-0.162424,0.985746,
14.3925,-9.93669,3.37933,-0.0416666,0.00741626,13.7786,-2.0955,-0.163627,0.985552,
14.3937,-9.94672,3.37557,-0.0416278,0.00740821,13.7799,-2.0955,-0.16483,0.985356,
14.395,-9.95674,3.3718,-0.041589,0.00740013,13.7811,-2.09549,-0.166032,0.985158,
14.3962,-9.96674,3.36803,-0.0415501,0.00739205,13.7823,-2.09549,-0.167234,0.98496,
14.3975,-9.97673,3.36425,-0.0415112,0.00738395,13.7835,-2.09548,-0.168436,0.984759,
14.3987,-9.98671,3.36046,-0.0414722,0.00737584,13.7847,-2.09547,-0.169638,0.984558,
14.4,-9.99667,3.35667,-0.0414332,0.00736772,13.7859,-2.09547,-0.170839,0.984354,
14.4012,-10.0066,3.35287,-0.0413941,0.00735958,13.7872,-2.09546,-0.17204,0.98415,
14.4025,-10.0165,3.34907,-0.041355,0.00735143,13.7884,-2.09546,-0.173241,0.983944,
14.4037,-10.0264,3.34526,-0.0413158,0.00734327,13.7896,-2.09545,-0.174441,0.983736,
14.405,-10.0363,3.34145,-0.0412766,0.00733509,13.7908,-2.09545,-0.175641,0.983527,
14.4062,-10.0462,3.33763,-0.0412373,0.0073269,13.792,-2.09544,-0.176841,0.983317,
14.4075,-10.0561,3.33381,-0.041198,0.0073187,13.7932,-2.09544,-0.178041,0.983105,
14.4087,-10.0659,3.32998,-0.0411586,0.00731049,13.7945,-2.09543,-0.17924,0.982892,
14.41,-10.0758,3.32614,-0.0411192,0.00730226,13.7957,-2.09543,-0.180439,0.982677,
14.4112,-10.0856,3.3223,-0.0410797,0.00729402,13.7969,-2.09542,-0.181637,0.982461,
14.4125,-10.0954,3.31845,-0.0410402,0.00728577,13.7981,-2.09542,-0.182835,0.982243,
14.4137,-10.1052,3.3146,-0.0410006,0.0072775,13.7993,-2.09541,-0.184033,0.982024,
14.415,-10.115,3.31074,-0.040961,0.00726922,13.8005,-2.09541,-0.185231,0.981804,
14.4162,-10.1247,3.30688,-0.0409213,0.00726093,13.8018,-2.0954,-0.186428,0.981582,
14.4175,-10.1345,3.30301,-0.0408816,0.00725263,13.803,-2.0954,-0.187625,0.981358,
14.4187,-10.1442,3.29914,-0.0408418,0.00724431,13.8042,-2.09539,-0.188822,0.981134,
14.42,-10.1539,3.29526,-0.040802,0.00723598,13.8054,-2.09538,-0.190018,0.980907,
14.4212,-10.1636,3.29138,-0.0407621,0.00722764,13.8066,-2.09538,-0.191214,0.98068,
14.4225,-10.1733,3.28749,-0.0407222,0.00721928,13.8078,-2.09537,-0.192409,0.980451,
14.4237,-10.1829,3.28359,-0.0406822,0.00721092,13.8091,-2.09537,-0.193605,0.98022,
14.425,-10.1926,3.27969,-0.0406422,0.00720254,13.8103,-2.09536,-0.1948,0.979988,
14.4262,-10.2022,3.27579,-0.0406021,0.00719415,13.8115,-2.09536,-0.195994,0.979755,
14.4275,-10.2118,3.27188,-0.040562,0.00718574,13.8127,-2.09535,-0.197189,0.97952,
14.4287,-10.2214,3.26796,-0.0405219,0.00717732,13.8139,-2.09535,-0.198383,0.979283,
14.43,-10.231,3.26404,-0.0404816,0.00716889,13.8151,-2.09534,-0.199576,0.979046,
14.4312,-10.2406,3.26011,-0.0404414,0.00716045,13.8163,-2.09534,-0.20077,0.978807,
14.4325,-10.2502,3.25618,-0.0404011,0.007152,13.8176,-2.09533,-0.201963,0.978566,
14.4337,-10.2597,3.25224,-0.0403607,0.00714353,13.8188,-2.09533,-0.203155,0.978324,
14.435,-10.2692,3.2483,-0.0403203,0.00713505,13.82,-2.09532,-0.204347,0.97808,
14.4362,-10.2787,3.24435,-0.0402799,0.00712656,13.8212,-2.09531,-0.205539,0.977836,
14.4375,-10.2882,3.2404,-0.0402394,0.00711806,13.8224,-2.09531,-0.206731,0.977589,
14.4387,-10.2977,3.23644,-0.0401988,0.00710954,13.8236,-2.0953,-0.207922,0.977341,
14.44,-10.3071,3.23247,-0.0401583,0.00710102,13.8249,-2.0953,-0.209113,0.977092,
14.4412,-10.3166,3.2285,-0.0401176,0.00709248,13.8261,-2.09529,-0.210304,0.976842,
14.4425,-10.326,3.22453,-0.0400769,0.00708392,13.8273,-2.09529,-0.211494,0.97659,
14.4437,-10.3354,3.22055,-0.0400362,0.00707536,13.8285,-2.09528,-0.212684,0.976336,
14.445,-10.3448,3.21656,-0.0399954,0.00706678,13.8297,-2.09528,-0.213873,0.976081,
14.4462,-10.3542,3.21257,-0.0399546,0.0070582,13.8309,-2.09527,-0.215062,0.975825,
14.4475,-10.3636,3.20858,-0.0399137,0.0070496,13.8321,-2.09526,-0.216251,0.975567,
14.4487,-10.3729,3.20457,-0.0398728,0.00704099,13.8334,-2.09526,-0.217439,0.975308,
14.45,-10.3823,3.20057,-0.0398318,0.00703236,13.8346,-2.09525,-0.218627,0.975047,
14.4512,-10.3916,3.19656,-0.0397908,0.00702373,13.8358,-2.09525,-0.219815,0.974785,
14.4525,-10.4009,3.19254,-0.0397498,0.00701508,13.837,-2.09524,-0.221002,0.974522,
14.4537,-10.4102,3.18852,-0.0397087,0.00700642,13.8382,-2.09524,-0.222189,0.974257,
14.455,-10.4194,3.18449,-0.0396675,0.00699775,13.8394,-2.09523,-0.223376,0.973991,
14.4562,-10.4287,3.18046,-0.0396263,0.00698906,13.8406,-2.09522,-0.224562,0.973723,
14.4575,-10.4379,3.17642,-0.0395851,0.00698037,13.8419,-2.09522,-0.225748,0.973454,
14.4587,-10.4472,3.17237,-0.0395438,0.00697166,13.8431,-2.09521,-0.226933,0.973183,
14.46,-10.4564,3.16833,-0.0395024,0.00696294,13.8443,-2.09521,-0.228118,0.972911,
14.4612,-10.4656,3.16427,-0.0394611,0.00695422,13.8455,-2.0952,-0.229303,0.972638,
14.4625,-10.4747,3.16021,-0.0394196,0.00694547,13.8467,-2.0952,-0.230487,0.972363,
14.4637,-10.4839,3.15615,-0.0393782,0.00693672,13.8479,-2.09519,-0.231671,0.972087,
14.465,-10.493,3.15208,-0.0393366,0.00692796,13.8491,-2.09518,-0.232854,0.971809,
14.4662,-10.5022,3.14801,-0.0392951,0.00691918,13.8504,-2.09518,-0.234038,0.97153,
14.4675,-10.5113,3.14393,-0.0392535,0.00691039,13.8516,-2.09517,-0.23522,0.971249,
14.4687,-10.5204,3.13984,-0.0392118,0.0069016,13.8528,-2.09517,-0.236403,0.970967,
14.47,-10.5295,3.13575,-0.0391701,0.00689278,13.854,-2.09516,-0.237585,0.970684,
14.4712,-10.5385,3.13166,-0.0391284,0.00688396,13.8552,-2.09516,-0.238766,0.970399,
14.4725,-10.5476,3.12756,-0.0390866,0.00687513,13.8564,-2.09515,-0.239947,0.970113,
14.4737,-10.5566,3.12345,-0.0390447,0.00686628,13.8576,-2.09514,-0.241128,0.969826,
14.475,-10.5656,3.11934,-0.0390029,0.00685743,13.8588,-2.09514,-0.242309,0.969537,
14.4762,-10.5746,3.11523,-0.0389609,0.00684856,13.8601,-2.09513,-0.243489,0.969246,
14.4775,-10.5836,3.11111,-0.038919,0.00683968,13.8613,-2.09513,-0.244668,0.968954,
14.4787,-10.5926,3.10698,-0.038877,0.00683079,13.8625,-2.09512,-0.245847,0.968661,
14.48,-10.6015,3.10285,-0.0388349,0.00682189,13.8637,-2.09511,-0.247026,0.968366,
14.4812,-10.6104,3.09871,-0.0387928,0.00681298,13.8649,-2.09511,-0.248204,0.96807,
14.4825,-10.6194,3.09457,-0.0387506,0.00680406,13.8661,-2.0951,-0.249382,0.967773,
14.4837,-10.6283,3.09043,-0.0387085,0.00679512,13.8673,-2.0951,-0.25056,0.967474,
14.485,-10.6372,3.08627,-0.0386662,0.00678618,13.8685,-2.09509,-0.251737,0.967174,
14.4862,-10.646,3.08212,-0.0386239,0.00677722,13.8698,-2.09508,-0.252914,0.966872,
14.4875,-10.6549,3.07796,-0.0385816,0.00676825,13.871,-2.09508,-0.25409,0.966569,
14.4887,-10.6637,3.07379,-0.0385392,0.00675928,13.8722,-2.09507,-0.255266,0.966264,
14.49,-10.6725,3.06962,-0.0384968,0.00675028,13.8734,-2.09507,-0.256442,0.965958,
14.4912,-10.6813,3.06544,-0.0384544,0.00674128,13.8746,-2.09506,-0.257617,0.965651,
14.4925,-10.6901,3.06126,-0.0384119,0.00673227,13.8758,-2.09505,-0.258792,0.965342,
14.4937,-10.6989,3.05707,-0.0383693,0.00672325,13.877,-2.09505,-0.259966,0.965032,
14.495,-10.7077,3.05288,-0.0383267,0.00671422,13.8782,-2.09504,-0.26114,0.96472,
14.4962,-10.7164,3.04869,-0.0382841,0.00670517,13.8795,-2.09504,-0.262313,0.964407,
14.4975,-10.7251,3.04449,-0.0382414,0.00669612,13.8807,-2.09503,-0.263486,0.964093,
14.4987,-10.7338,3.04028,-0.0381987,0.00668705,13.8819,-2.09502,-0.264659,0.963777,
14.5,-10.7425,3.03607,-0.038156,0.00667798,13.8831,-2.09502,-0.265831,0.96346,
14.5012,-10.7512,3.03185,-0.0381132,0.00666889,13.8843,-2.09501,-0.267002,0.963141,
14.5025,-10.7599,3.02763,-0.0380703,0.00665979,13.8855,-2.09501,-0.268174,0.962821,
14.5037,-10.7685,3.0234,-0.0380274,0.00665068,13.8867,-2.095,-0.269344,0.9625,
14.505,-10.7771,3.01917,-0.0379845,0.00664157,13.8879,-2.09499,-0.270515,0.962177,
14.5062,-10.7858,3.01493,-0.0379415,0.00663244,13.8892,-2.09499,-0.271685,0.961853,
14.5075,-10.7944,3.01069,-0.0378985,0.0066233,13.8904,-2.09498,-0.272854,0.961527,
14.5087,-10.8029,3.00645,-0.0378555,0.00661415,13.8916,-2.09498,-0.274023,0.961201,
14.51,-10.8115,3.0022,-0.0378124,0.00660499,13.8928,-2.09497,-0.275192,0.960872,
14.5112,-10.82,2.99794,-0.0377692,0.00659581,13.894,-2.09496,-0.27636,0.960542,
14.5125,-10.8286,2.99368,-0.037726,0.00658663,13.8952,-2.09496,-0.277528,0.960211,
14.5137,-10.8371,2.98941,-0.0376828,0.00657744,13.8964,-2.09495,-0.278695,0.959879,
14.515,-10.8456,2.98514,-0.0376395,0.00656824,13.8976,-2.09494,-0.279862,0.959545,
14.5162,-10.8541,2.98087,-0.0375962,0.00655903,13.8988,-2.09494,-0.281029,0.959209,
14.5175,-10.8625,2.97659,-0.0375529,0.0065498,13.9001,-2.09493,-0.282195,0.958872,
14.5187,-10.871,2.9723,-0.0375095,0.00654057,13.9013,-2.09493,-0.28336,0.958534,
14.52,-10.8794,2.96801,-0.037466,0.00653132,13.9025,-2.09492,-0.284525,0.958195,
14.5212,-10.8878,2.96371,-0.0374226,0.00652207,13.9037,-2.09491,-0.28569,0.957854,
14.5225,-10.8962,2.95941,-0.037379,0.00651281,13.9049,-2.09491,-0.286854,0.957512,
14.5237,-10.9046,2.95511,-0.0373355,0.00650353,13.9061,-2.0949,-0.288018,0.957168,
14.525,-10.913,2.9508,-0.0372919,0.00649425,13.9073,-2.09489,-0.289181,0.956823,
14.5262,-10.9213,2.94648,-0.0372482,0.00648495,13.9085,-2.09489,-0.290344,0.956476,
14.5275,-10.9297,2.94216,-0.0372045,0.00647565,13.9097,-2.09488,-0.291506,0.956128,
14.5287,-10.938,2.93784,-0.0371608,0.00646633,13.911,-2.09488,-0.292668,0.955779,
14.53,-10.9463,2.93351,-0.0371171,0.00645701,13.9122,-2.09487,-0.293829,0.955428,
